Concurrent workers; 68
Granulatiry; 200
Lifeline class; handist.collections.glb.lifeline.Hypercube
Serialization; KRYO
Arguments received were [5, 10, 20, 10000, 10000000, 42]
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
place(2): thread waiting on operation handist.collections.glb.GlbOperation@5place(3): thread waiting on operation handist.collections.glb.GlbOperation@5

place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
place(1) worker(59) stopped --- 59 stopped workers
place(1) worker(36) stopped --- 58 stopped workers
place(1) worker(4) stopped --- 58 stopped workers
place(1) worker(40) stopped --- 57 stopped workers
place(1) worker(39) stopped --- 63 stopped workers
place(1) worker(26) stopped --- 56 stopped workers
place(1) worker(10) stopped --- 62 stopped workers
place(1) worker(7) stopped --- 65 stopped workers
place(1) worker(31) stopped --- 53 stopped workers
place(1) worker(57) stopped --- 54 stopped workers
place(1) worker(30) stopped --- 53 stopped workers
place(1) worker(51) stopped --- 52 stopped workers
place(3) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(1) worker(37) stopped --- 52 stopped workers
place(1) worker(17) stopped --- 51 stopped workers
place(1) worker(16) stopped --- 50 stopped workers
place(1) worker(46) stopped --- 49 stopped workers
place(1) worker(29) stopped --- 49 stopped workers
place(1) worker(49) stopped --- 48 stopped workers
place(1) worker(63) stopped --- 47 stopped workers
place(1) worker(8) stopped --- 47 stopped workers
place(1) worker(2) stopped --- 45 stopped workers
place(1) worker(6) stopped --- 42 stopped workers
place(1) worker(33) stopped --- 41 stopped workers
place(1) worker(64) stopped --- 40 stopped workers
place(1) worker(23) stopped --- 41 stopped workers
place(1) worker(25) stopped --- 38 stopped workers
place(1) worker(12) stopped --- 37 stopped workers
place(0) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(1) worker(11) stopped --- 41 stopped workers
place(1) worker(18) stopped --- 42 stopped workers
place(1) worker(41) stopped --- 40 stopped workers
place(1) worker(5) stopped --- 39 stopped workers
place(1) worker(21) stopped --- 39 stopped workers
place(1) worker(58) stopped --- 43 stopped workers
place(1) worker(50) stopped --- 40 stopped workers
place(1) worker(52) stopped --- 41 stopped workers
place(1) worker(65) stopped --- 40 stopped workers
place(1) worker(62) stopped --- 38 stopped workers
place(1) worker(53) stopped --- 37 stopped workers
place(1) worker(20) stopped --- 35 stopped workers
place(1) worker(27) stopped --- 38 stopped workers
place(1) worker(60) stopped --- 38 stopped workers
place(1) worker(1) stopped --- 36 stopped workers
place(1) worker(2) stopped --- 34 stopped workers
place(1) worker(48) stopped --- 34 stopped workers
place(1) worker(29) stopped --- 35 stopped workers
place(1) worker(34) stopped --- 30 stopped workers
place(1) worker(35) stopped --- 31 stopped workers
place(1) worker(18) stopped --- 30 stopped workers
place(1) worker(63) stopped --- 28 stopped workers
place(1) worker(45) stopped --- 28 stopped workers
place(1) worker(33) stopped --- 27 stopped workers
place(1) worker(22) stopped --- 27 stopped workers
place(1) worker(21) stopped --- 26 stopped workers
place(1) worker(17) stopped --- 26 stopped workers
place(1) worker(15) stopped --- 21 stopped workers
place(1) worker(52) stopped --- 21 stopped workers
place(1) worker(44) stopped --- 19 stopped workers
place(1) worker(37) stopped --- 19 stopped workers
place(1) worker(57) stopped --- 19 stopped workers
place(1) worker(55) stopped --- 16 stopped workers
place(1) worker(13) stopped --- 14 stopped workers
place(1) worker(8) stopped --- 14 stopped workers
place(1) worker(31) stopped --- 13 stopped workers
place(1) worker(28) stopped --- 11 stopped workers
place(1) worker(7) stopped --- 12 stopped workers
place(1) worker(4) stopped --- 9 stopped workers
place(1) worker(51) stopped --- 8 stopped workers
place(1) worker(1) stopped --- 8 stopped workers
place(1) worker(10) stopped --- 4 stopped workers
place(1) worker(66) stopped --- 7 stopped workers
place(1) worker(53) stopped --- 16 stopped workers
place(1) worker(25) stopped --- 3 stopped workers
place(1) worker(14) stopped --- 4 stopped workers
place(1) worker(29) stopped --- 4 stopped workers
-DistColGlb- [place(1)] to [place(0)]: [9966500,9966800) 
-DistColGlb- [place(1)] to [place(3)]: [9969900,9970000) 
place(1) worker(54) stopped --- 66 stopped workers
place(1) worker(33) stopped --- 66 stopped workers
place(1) worker(55) stopped --- 66 stopped workers
place(1) worker(66) stopped --- 63 stopped workers
place(1) worker(1) stopped --- 63 stopped workers
place(1) worker(38) stopped --- 66 stopped workers
place(1) worker(11) stopped --- 63 stopped workers
place(1) worker(3) stopped --- 63 stopped workers
place(1) worker(35) stopped --- 63 stopped workers
place(1) worker(43) stopped --- 63 stopped workers
place(1) worker(47) stopped --- 63 stopped workers
place(1) worker(19) stopped --- 63 stopped workers
place(1) worker(23) stopped --- 67 stopped workers
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) worker(24) stopped --- 68 stopped workers
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(0) received 1 assignments from place(1)
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) worker(32) stopped --- 68 stopped workers
place(0) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(1) established lifeline on place(3) for collection DistChunkedList:gid(1)
place(3) received 1 assignments from place(1)
place(3): thread waiting on operation handist.collections.glb.GlbOperation@5
place(3): resumed after waiting on handist.collections.glb.GlbOperation@5
place(3) worker(6) stopped --- 68 stopped workers
place(3) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(3) established lifeline on place(2) for collection DistChunkedList:gid(1)
place(0) established lifeline on place(2) for collection DistChunkedList:gid(1)
-DistColGlb- [place(2)] to [place(3)]: [1910000,1920000) [1980000,1990000) [2010000,2020000) [2050000,2060000) [2080000,2090000) [2110000,2120000) [2150000,2160000) [2180000,2190000) [2210000,2220000) [2250000,2260000) 
-DistColGlb- [place(2)] to [place(0)]: [2610000,2620000) [2650000,2660000) [2680000,2690000) [2710000,2720000) [2750000,2760000) [2780000,2790000) [2810000,2820000) [2850000,2860000) [2880000,2890000) [2910000,2920000) 
place(2) worker(65) stopped --- 1 stopped workers
place(2) worker(3) stopped --- 1 stopped workers
place(2) worker(30) stopped --- 3 stopped workers
place(2) worker(61) stopped --- 1 stopped workers
place(2) worker(21) stopped --- 0 stopped workers
place(2) worker(41) stopped --- 1 stopped workers
place(2) worker(64) stopped --- 3 stopped workers
place(2) worker(38) stopped --- 0 stopped workers
place(2) worker(24) stopped --- 0 stopped workers
place(2) worker(61) stopped --- 1 stopped workers
place(2) worker(3) stopped --- 17 stopped workers
place(2) worker(48) stopped --- 17 stopped workers
place(2) worker(16) stopped --- 0 stopped workers
place(2) worker(23) stopped --- 0 stopped workers
place(2) worker(51) stopped --- 5 stopped workers
place(2) worker(4) stopped --- 2 stopped workers
place(2) worker(11) stopped --- 3 stopped workers
place(2) worker(33) stopped --- 1 stopped workers
place(2) worker(31) stopped --- 3 stopped workers
place(2) worker(65) stopped --- 2 stopped workers
place(2) worker(8) stopped --- 2 stopped workers
place(2) worker(55) stopped --- 4 stopped workers
place(2) worker(8) stopped --- 0 stopped workers
place(2) worker(43) stopped --- 2 stopped workers
place(2) worker(14) stopped --- 0 stopped workers
place(2) worker(30) stopped --- 4 stopped workers
place(2) worker(45) stopped --- 1 stopped workers
place(2) worker(36) stopped --- 0 stopped workers
place(2) worker(29) stopped --- 0 stopped workers
place(2) worker(56) stopped --- 10 stopped workers
place(2) worker(62) stopped --- 11 stopped workers
place(2) worker(12) stopped --- 10 stopped workers
place(2) worker(66) stopped --- 11 stopped workers
place(2) worker(50) stopped --- 14 stopped workers
place(2) worker(57) stopped --- 11 stopped workers
place(2) worker(36) stopped --- 12 stopped workers
place(2) worker(33) stopped --- 2 stopped workers
place(2) worker(45) stopped --- 15 stopped workers
place(2) worker(34) stopped --- 2 stopped workers
place(2) worker(2) stopped --- 0 stopped workers
place(2) worker(16) stopped --- 18 stopped workers
place(2) worker(55) stopped --- 1 stopped workers
place(2) worker(41) stopped --- 0 stopped workers
place(2) worker(17) stopped --- 15 stopped workers
place(2) worker(49) stopped --- 23 stopped workers
place(2) worker(59) stopped --- 16 stopped workers
place(2) worker(27) stopped --- 24 stopped workers
place(2) worker(7) stopped --- 15 stopped workers
place(2) worker(39) stopped --- 23 stopped workers
place(2) worker(26) stopped --- 24 stopped workers
place(2) worker(24) stopped --- 17 stopped workers
place(2) worker(21) stopped --- 17 stopped workers
place(2) worker(47) stopped --- 17 stopped workers
place(2) worker(40) stopped --- 24 stopped workers
place(2) worker(65) stopped --- 27 stopped workers
place(2) worker(27) stopped --- 17 stopped workers
place(2) worker(34) stopped --- 17 stopped workers
place(2) worker(29) stopped --- 17 stopped workers
place(2) worker(6) stopped --- 17 stopped workers
place(2) worker(65) stopped --- 17 stopped workers
place(2) worker(1) stopped --- 30 stopped workers
place(2) worker(35) stopped --- 17 stopped workers
place(2) worker(16) stopped --- 17 stopped workers
place(2) worker(19) stopped --- 16 stopped workers
place(2) worker(0) stopped --- 17 stopped workers
place(2) worker(18) stopped --- 17 stopped workers
place(2) worker(27) stopped --- 30 stopped workers
place(2) worker(39) stopped --- 3 stopped workers
place(2) worker(12) stopped --- 0 stopped workers
place(2) worker(58) stopped --- 33 stopped workers
place(2) worker(66) stopped --- 34 stopped workers
place(2) worker(63) stopped --- 32 stopped workers
place(2) worker(36) stopped --- 31 stopped workers
place(2) worker(7) stopped --- 37 stopped workers
place(2) worker(6) stopped --- 39 stopped workers
place(2) worker(39) stopped --- 29 stopped workers
place(2) worker(64) stopped --- 42 stopped workers
place(2) worker(14) stopped --- 27 stopped workers
place(2) worker(13) stopped --- 42 stopped workers
place(2) worker(47) stopped --- 28 stopped workers
place(2) worker(34) stopped --- 30 stopped workers
place(2) worker(49) stopped --- 31 stopped workers
place(2) worker(53) stopped --- 31 stopped workers
place(2) worker(41) stopped --- 30 stopped workers
place(2) worker(31) stopped --- 30 stopped workers
place(2) worker(14) stopped --- 41 stopped workers
place(2) worker(24) stopped --- 29 stopped workers
place(2) worker(17) stopped --- 30 stopped workers
place(2) worker(16) stopped --- 29 stopped workers
place(2) worker(21) stopped --- 44 stopped workers
place(2) worker(3) stopped --- 47 stopped workers
place(2) worker(45) stopped --- 47 stopped workers
place(2) worker(43) stopped --- 28 stopped workers
place(2) worker(28) stopped --- 27 stopped workers
place(2) worker(55) stopped --- 27 stopped workers
place(2) worker(30) stopped --- 25 stopped workers
place(2) worker(61) stopped --- 25 stopped workers
place(2) worker(58) stopped --- 24 stopped workers
place(2) worker(42) stopped --- 56 stopped workers
place(2) worker(50) stopped --- 23 stopped workers
place(2) worker(31) stopped --- 60 stopped workers
place(2) worker(23) stopped --- 23 stopped workers
place(2) worker(52) stopped --- 23 stopped workers
place(2) worker(37) stopped --- 21 stopped workers
place(2) worker(25) stopped --- 62 stopped workers
place(2) worker(4) stopped --- 20 stopped workers
place(2) worker(59) stopped --- 66 stopped workers
place(2) worker(54) stopped --- 18 stopped workers
place(2) worker(28) stopped --- 15 stopped workers
place(2) worker(46) stopped --- 14 stopped workers
place(2) worker(32) stopped --- 14 stopped workers
place(2) worker(12) stopped --- 14 stopped workers
place(2) worker(61) stopped --- 14 stopped workers
place(2) worker(5) stopped --- 11 stopped workers
place(2) worker(0) stopped --- 14 stopped workers
place(2) worker(28) stopped --- 12 stopped workers
place(2) worker(44) stopped --- 12 stopped workers
place(2) worker(53) stopped --- 8 stopped workers
place(2) worker(15) stopped --- 12 stopped workers
place(2) worker(40) stopped --- 12 stopped workers
place(2) worker(1) stopped --- 12 stopped workers
place(2) worker(32) stopped --- 11 stopped workers
place(2) worker(29) stopped --- 11 stopped workers
place(2) worker(59) stopped --- 11 stopped workers
place(2) worker(42) stopped --- 11 stopped workers
place(2) worker(60) stopped --- 8 stopped workers
place(2) worker(11) stopped --- 8 stopped workers
place(2) worker(51) stopped --- 1 stopped workers
place(2) worker(63) stopped --- 1 stopped workers
place(2) worker(38) stopped --- 0 stopped workers
place(2) worker(35) stopped --- 2 stopped workers
place(2) worker(28) stopped --- 5 stopped workers
place(2) worker(40) stopped --- 1 stopped workers
place(2) worker(13) stopped --- 3 stopped workers
place(2) worker(4) stopped --- 3 stopped workers
place(2) worker(50) stopped --- 3 stopped workers
place(2) worker(26) stopped --- 8 stopped workers
place(2) worker(54) stopped --- 5 stopped workers
place(2) worker(46) stopped --- 4 stopped workers
place(2) worker(52) stopped --- 4 stopped workers
place(2) worker(10) stopped --- 5 stopped workers
place(2) worker(22) stopped --- 3 stopped workers
place(2) worker(27) stopped --- 2 stopped workers
place(2) worker(57) stopped --- 0 stopped workers
place(2) worker(39) stopped --- 0 stopped workers
place(2) worker(49) stopped --- 1 stopped workers
