Concurrent workers; 68
Granulatiry; 400
Lifeline class; handist.collections.glb.lifeline.Hypercube
Serialization; KRYO
Arguments received were [5, 10, 20, 10000, 10000000, 42]
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
place(3): thread waiting on operation handist.collections.glb.GlbOperation@5place(2): thread waiting on operation handist.collections.glb.GlbOperation@5

place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
place(1) worker(52) stopped --- 43 stopped workers
place(1) worker(54) stopped --- 45 stopped workers
place(1) worker(55) stopped --- 21 stopped workers
place(1) worker(31) stopped --- 21 stopped workers
place(1) worker(4) stopped --- 21 stopped workers
place(1) worker(60) stopped --- 21 stopped workers
place(1) worker(21) stopped --- 45 stopped workers
place(1) worker(18) stopped --- 44 stopped workers
place(1) worker(11) stopped --- 21 stopped workers
place(1) worker(21) stopped --- 21 stopped workers
place(1) worker(44) stopped --- 21 stopped workers
place(1) worker(5) stopped --- 48 stopped workers
place(1) worker(7) stopped --- 52 stopped workers
place(1) worker(36) stopped --- 20 stopped workers
place(1) worker(41) stopped --- 21 stopped workers
place(1) worker(48) stopped --- 20 stopped workers
place(1) worker(34) stopped --- 20 stopped workers
place(1) worker(20) stopped --- 20 stopped workers
place(1) worker(14) stopped --- 20 stopped workers
place(1) worker(66) stopped --- 19 stopped workers
place(1) worker(3) stopped --- 55 stopped workers
place(1) worker(6) stopped --- 56 stopped workers
place(1) worker(8) stopped --- 58 stopped workers
place(1) worker(64) stopped --- 61 stopped workers
place(1) worker(12) stopped --- 55 stopped workers
place(1) worker(32) stopped --- 62 stopped workers
place(1) worker(30) stopped --- 54 stopped workers
place(0) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(1) worker(47) stopped --- 54 stopped workers
place(1) worker(63) stopped --- 53 stopped workers
place(1) worker(60) stopped --- 52 stopped workers
place(1) worker(26) stopped --- 52 stopped workers
place(1) worker(39) stopped --- 50 stopped workers
place(1) worker(44) stopped --- 65 stopped workers
place(1) worker(27) stopped --- 48 stopped workers
place(1) worker(0) stopped --- 48 stopped workers
place(1) worker(49) stopped --- 45 stopped workers
place(1) worker(33) stopped --- 44 stopped workers
place(1) worker(20) stopped --- 43 stopped workers
place(1) worker(65) stopped --- 43 stopped workers
place(1) worker(1) stopped --- 44 stopped workers
place(1) worker(19) stopped --- 43 stopped workers
place(1) worker(34) stopped --- 43 stopped workers
place(1) worker(2) stopped --- 43 stopped workers
place(1) worker(58) stopped --- 39 stopped workers
place(1) worker(38) stopped --- 39 stopped workers
place(1) worker(48) stopped --- 39 stopped workers
place(1) worker(38) stopped --- 39 stopped workers
place(1) worker(28) stopped --- 38 stopped workers
place(1) worker(37) stopped --- 36 stopped workers
place(1) worker(8) stopped --- 34 stopped workers
place(1) worker(45) stopped --- 36 stopped workers
place(1) worker(56) stopped --- 36 stopped workers
place(1) worker(55) stopped --- 33 stopped workers
place(1) worker(25) stopped --- 33 stopped workers
place(1) worker(22) stopped --- 33 stopped workers
place(1) worker(46) stopped --- 33 stopped workers
place(1) worker(63) stopped --- 33 stopped workers
place(1) worker(17) stopped --- 33 stopped workers
place(1) worker(15) stopped --- 33 stopped workers
place(1) worker(49) stopped --- 32 stopped workers
place(1) worker(57) stopped --- 32 stopped workers
place(1) worker(13) stopped --- 32 stopped workers
place(1) worker(51) stopped --- 32 stopped workers
place(1) worker(53) stopped --- 27 stopped workers
place(1) worker(5) stopped --- 26 stopped workers
place(1) worker(66) stopped --- 22 stopped workers
place(1) worker(47) stopped --- 22 stopped workers
place(1) worker(10) stopped --- 22 stopped workers
place(1) worker(23) stopped --- 22 stopped workers
place(1) worker(44) stopped --- 21 stopped workers
place(1) worker(9) stopped --- 21 stopped workers
place(1) worker(54) stopped --- 22 stopped workers
place(1) worker(14) stopped --- 22 stopped workers
place(1) worker(62) stopped --- 22 stopped workers
place(1) worker(59) stopped --- 22 stopped workers
place(1) worker(35) stopped --- 22 stopped workers
place(1) worker(6) stopped --- 21 stopped workers
place(1) worker(16) stopped --- 22 stopped workers
place(1) worker(40) stopped --- 22 stopped workers
place(1) worker(67) stopped --- 21 stopped workers
place(1) worker(29) stopped --- 17 stopped workers
place(1) worker(32) stopped --- 15 stopped workers
place(1) worker(39) stopped --- 13 stopped workers
place(1) worker(52) stopped --- 2 stopped workers
place(1) worker(61) stopped --- 3 stopped workers
place(1) worker(0) stopped --- 2 stopped workers
place(1) worker(55) stopped --- 0 stopped workers
place(1) worker(28) stopped --- 0 stopped workers
place(1) worker(12) stopped --- 2 stopped workers
-DistColGlb- [place(1)] to [place(0)]: [9727350,9728100) 
place(1) worker(61) stopped --- 67 stopped workers
place(1) worker(34) stopped --- 66 stopped workers
place(1) worker(31) stopped --- 66 stopped workers
place(1) worker(62) stopped --- 65 stopped workers
place(1) worker(36) stopped --- 64 stopped workers
place(1) worker(56) stopped --- 62 stopped workers
place(1) worker(14) stopped --- 61 stopped workers
place(1) worker(23) stopped --- 62 stopped workers
place(1) worker(10) stopped --- 60 stopped workers
place(1) worker(4) stopped --- 59 stopped workers
place(1) worker(24) stopped --- 58 stopped workers
place(1) worker(41) stopped --- 68 stopped workers
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(0) received 1 assignments from place(1)
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) worker(23) stopped --- 68 stopped workers
place(0) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(2) established lifeline on place(3) for collection DistChunkedList:gid(1)
place(1) established lifeline on place(3) for collection DistChunkedList:gid(1)
place(3) worker(45) stopped --- 2 stopped workers
place(3) worker(39) stopped --- 5 stopped workers
place(3) worker(60) stopped --- 5 stopped workers
place(3) worker(4) stopped --- 7 stopped workers
place(3) worker(57) stopped --- 7 stopped workers
place(3) worker(17) stopped --- 7 stopped workers
place(3) worker(58) stopped --- 7 stopped workers
place(3) worker(16) stopped --- 7 stopped workers
place(3) worker(0) stopped --- 0 stopped workers
place(3) worker(16) stopped --- 0 stopped workers
place(3) worker(27) stopped --- 1 stopped workers
place(3) worker(41) stopped --- 0 stopped workers
place(3) worker(11) stopped --- 0 stopped workers
place(3) worker(64) stopped --- 1 stopped workers
place(3) worker(67) stopped --- 13 stopped workers
place(3) worker(39) stopped --- 0 stopped workers
place(3) worker(2) stopped --- 1 stopped workers
place(3) worker(26) stopped --- 15 stopped workers
place(3) worker(47) stopped --- 2 stopped workers
place(3) worker(24) stopped --- 0 stopped workers
place(3) worker(13) stopped --- 6 stopped workers
place(3) worker(3) stopped --- 8 stopped workers
place(3) worker(57) stopped --- 14 stopped workers
place(3) worker(3) stopped --- 22 stopped workers
place(3) worker(67) stopped --- 23 stopped workers
place(3) worker(27) stopped --- 24 stopped workers
place(3) worker(34) stopped --- 25 stopped workers
place(3) worker(0) stopped --- 8 stopped workers
place(3) worker(31) stopped --- 29 stopped workers
place(3) worker(9) stopped --- 34 stopped workers
place(3) worker(17) stopped --- 9 stopped workers
place(3) worker(41) stopped --- 9 stopped workers
place(3) worker(49) stopped --- 10 stopped workers
place(3) worker(40) stopped --- 8 stopped workers
place(3) worker(63) stopped --- 8 stopped workers
place(3) worker(60) stopped --- 8 stopped workers
place(3) worker(30) stopped --- 11 stopped workers
place(3) worker(39) stopped --- 62 stopped workers
place(3) worker(44) stopped --- 50 stopped workers
place(3) worker(62) stopped --- 15 stopped workers
place(3) worker(14) stopped --- 14 stopped workers
place(3) worker(55) stopped --- 13 stopped workers
place(3) worker(13) stopped --- 9 stopped workers
place(3) worker(53) stopped --- 3 stopped workers
place(3) worker(54) stopped --- 1 stopped workers
place(3) worker(50) stopped --- 1 stopped workers
place(3) worker(13) stopped --- 58 stopped workers
place(3) worker(47) stopped --- 55 stopped workers
place(3) worker(39) stopped --- 55 stopped workers
place(3) worker(11) stopped --- 53 stopped workers
place(3) worker(10) stopped --- 52 stopped workers
place(3) worker(26) stopped --- 61 stopped workers
place(3) worker(66) stopped --- 52 stopped workers
place(3) worker(51) stopped --- 64 stopped workers
place(3) worker(60) stopped --- 65 stopped workers
place(3) worker(49) stopped --- 51 stopped workers
place(3) worker(11) stopped --- 51 stopped workers
-DistColGlb- [place(3)] to [place(1)]: [7080000,7090000) [7110000,7120000) [7150000,7160000) [7180000,7190000) [7210000,7220000) [7250000,7260000) [7280000,7290000) [7310000,7320000) [7350000,7360000) [7380000,7390000) 
place(3) worker(15) stopped --- 49 stopped workers
place(3) worker(53) stopped --- 48 stopped workers
place(3) worker(45) stopped --- 48 stopped workers
place(3) worker(17) stopped --- 48 stopped workers
place(3) worker(43) stopped --- 48 stopped workers
place(3) worker(3) stopped --- 46 stopped workers
place(3) worker(6) stopped --- 43 stopped workers
place(3) worker(58) stopped --- 43 stopped workers
place(3) worker(24) stopped --- 43 stopped workers
place(3) worker(16) stopped --- 38 stopped workers
place(3) worker(14) stopped --- 40 stopped workers
place(3) worker(50) stopped --- 38 stopped workers
place(3) worker(38) stopped --- 38 stopped workers
place(3) worker(4) stopped --- 40 stopped workers
place(3) worker(59) stopped --- 40 stopped workers
place(3) worker(55) stopped --- 40 stopped workers
place(3) worker(28) stopped --- 38 stopped workers
place(3) worker(61) stopped --- 39 stopped workers
place(3) worker(37) stopped --- 33 stopped workers
place(3) worker(46) stopped --- 33 stopped workers
place(3) worker(1) stopped --- 33 stopped workers
place(3) worker(5) stopped --- 30 stopped workers
place(3) worker(22) stopped --- 29 stopped workers
place(3) worker(40) stopped --- 30 stopped workers
place(3) worker(42) stopped --- 30 stopped workers
place(3) worker(54) stopped --- 26 stopped workers
place(3) worker(32) stopped --- 25 stopped workers
place(3) worker(21) stopped --- 23 stopped workers
place(3) worker(36) stopped --- 22 stopped workers
place(3) worker(20) stopped --- 22 stopped workers
place(3) worker(64) stopped --- 22 stopped workers
place(3) worker(65) stopped --- 22 stopped workers
place(3) worker(17) stopped --- 22 stopped workers
place(3) worker(44) stopped --- 22 stopped workers
place(3) worker(36) stopped --- 22 stopped workers
place(3) worker(56) stopped --- 21 stopped workers
place(3) worker(19) stopped --- 21 stopped workers
place(3) worker(23) stopped --- 20 stopped workers
place(3) worker(7) stopped --- 19 stopped workers
place(3) worker(25) stopped --- 16 stopped workers
place(3) worker(33) stopped --- 8 stopped workers
place(3) worker(51) stopped --- 8 stopped workers
place(3) worker(15) stopped --- 6 stopped workers
place(3) worker(12) stopped --- 6 stopped workers
place(3) worker(30) stopped --- 6 stopped workers
place(3) worker(52) stopped --- 15 stopped workers
-DistColGlb- [place(3)] to [place(2)]: [5780000,5790000) [5850000,5860000) [5880000,5890000) [5910000,5920000) [5950000,5960000) [5980000,5990000) [6010000,6020000) [6050000,6060000) [6080000,6090000) [6110000,6120000) 
place(3) worker(1) stopped --- 15 stopped workers
place(3) worker(29) stopped --- 15 stopped workers
place(3) worker(38) stopped --- 10 stopped workers
place(3) worker(54) stopped --- 9 stopped workers
place(3) worker(10) stopped --- 8 stopped workers
place(3) worker(18) stopped --- 3 stopped workers
place(3) worker(8) stopped --- 1 stopped workers
place(3) worker(42) stopped --- 3 stopped workers
place(3) worker(52) stopped --- 66 stopped workers
place(3) worker(63) stopped --- 63 stopped workers
place(3) worker(54) stopped --- 63 stopped workers
place(3) worker(41) stopped --- 61 stopped workers
place(3) worker(0) stopped --- 61 stopped workers
place(3) worker(8) stopped --- 60 stopped workers
place(3) worker(62) stopped --- 59 stopped workers
place(3) worker(2) stopped --- 59 stopped workers
place(3) worker(18) stopped --- 58 stopped workers
place(3) worker(33) stopped --- 62 stopped workers
place(3) worker(1) stopped --- 65 stopped workers
place(3) worker(48) stopped --- 65 stopped workers
place(3) worker(42) stopped --- 63 stopped workers
place(3) worker(40) stopped --- 67 stopped workers
place(3) worker(46) stopped --- 66 stopped workers
place(3) worker(56) stopped --- 66 stopped workers
place(3) worker(4) stopped --- 67 stopped workers
place(3) worker(35) stopped --- 68 stopped workers
place(3): resumed after waiting on handist.collections.glb.GlbOperation@5
place(3) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(3) established lifeline on place(2) for collection DistChunkedList:gid(1)
place(1) received 10 assignments from place(3)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(1)] to [place(3)]: [7115200,7120000) 
-DistColGlb- [place(1)] to [place(0)]: [7150000,7160000) [7180000,7190000) [7210000,7220000) [7250000,7260000) [7280000,7290000) [7310000,7320000) [7350000,7360000) [7380000,7390000) [7085200,7090000) 
place(2) received 10 assignments from place(3)
place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
place(2) worker(59) stopped --- 61 stopped workers
place(2) worker(60) stopped --- 64 stopped workers
place(2) worker(10) stopped --- 64 stopped workers
place(2) worker(51) stopped --- 64 stopped workers
place(2) worker(7) stopped --- 65 stopped workers
place(2) worker(36) stopped --- 64 stopped workers
place(2) worker(66) stopped --- 65 stopped workers
place(2) worker(26) stopped --- 65 stopped workers
-DistColGlb- [place(2)] to [place(3)]: [5855200,5860000) 
-DistColGlb- [place(2)] to [place(0)]: [5910000,5920000) [5950000,5960000) [5980000,5990000) [6010000,6020000) [6050000,6060000) [6080000,6090000) [6110000,6120000) [5785200,5790000) 
place(2) worker(33) stopped --- 66 stopped workers
place(1) worker(65) stopped --- 65 stopped workers
place(1) worker(50) stopped --- 66 stopped workers
place(1) worker(21) stopped --- 66 stopped workers
place(1) worker(66) stopped --- 67 stopped workers
place(3) received 1 assignments from place(1)
place(3): thread waiting on operation handist.collections.glb.GlbOperation@5
place(3) worker(16) stopped --- 66 stopped workers
place(3) worker(65) stopped --- 67 stopped workers
place(3) worker(20) stopped --- 67 stopped workers
place(3) worker(38) stopped --- 68 stopped workers
place(3): resumed after waiting on handist.collections.glb.GlbOperation@5
place(3) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(2) worker(24) stopped --- 65 stopped workers
place(2) worker(25) stopped --- 65 stopped workers
place(2) worker(62) stopped --- 66 stopped workers
place(2) worker(35) stopped --- 66 stopped workers
place(2) worker(38) stopped --- 67 stopped workers
place(3) received 1 assignments from place(2)
place(3): thread waiting on operation handist.collections.glb.GlbOperation@5
place(3) worker(15) stopped --- 67 stopped workers
place(3) worker(43) stopped --- 67 stopped workers
place(3) worker(49) stopped --- 67 stopped workers
place(3) worker(45) stopped --- 68 stopped workers
place(3): resumed after waiting on handist.collections.glb.GlbOperation@5
place(3) established lifeline on place(2) for collection DistChunkedList:gid(1)
-DistColGlb- [place(1)] to [place(3)]: [7083000,7085200) 
place(1) worker(33) stopped --- 67 stopped workers
place(1) worker(1) stopped --- 68 stopped workers
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) established lifeline on place(3) for collection DistChunkedList:gid(1)
place(3) received 1 assignments from place(1)
place(3): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(3)] to [place(1)]: [7084300,7085200) 
place(3) worker(66) stopped --- 68 stopped workers
place(3): resumed after waiting on handist.collections.glb.GlbOperation@5
place(3) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(1) received 1 assignments from place(3)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(1)] to [place(3)]: [7084950,7085200) 
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
