Concurrent workers; 68
Granulatiry; 1000
Lifeline class; handist.collections.glb.lifeline.Hypercube
Serialization; KRYO
Arguments received were [5, 10, 20, 10000, 10000000, 42]
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
place(3): thread waiting on operation handist.collections.glb.GlbOperation@5
place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
place(0) worker(10) stopped --- 36 stopped workers
place(0) worker(67) stopped --- 34 stopped workers
place(0) worker(50) stopped --- 56 stopped workers
place(0) worker(28) stopped --- 36 stopped workers
place(0) worker(37) stopped --- 36 stopped workers
place(0) worker(65) stopped --- 36 stopped workers
place(0) worker(60) stopped --- 36 stopped workers
place(0) worker(49) stopped --- 26 stopped workers
place(0) worker(63) stopped --- 26 stopped workers
place(0) worker(20) stopped --- 26 stopped workers
place(0) worker(27) stopped --- 23 stopped workers
place(0) worker(36) stopped --- 22 stopped workers
place(0) worker(30) stopped --- 24 stopped workers
place(0) worker(33) stopped --- 25 stopped workers
place(0) worker(26) stopped --- 29 stopped workers
place(0) worker(51) stopped --- 28 stopped workers
place(0) worker(24) stopped --- 27 stopped workers
place(0) worker(3) stopped --- 26 stopped workers
place(0) worker(43) stopped --- 25 stopped workers
place(0) worker(38) stopped --- 22 stopped workers
place(0) worker(18) stopped --- 24 stopped workers
place(0) worker(23) stopped --- 20 stopped workers
place(0) worker(53) stopped --- 19 stopped workers
place(0) worker(46) stopped --- 20 stopped workers
place(0) worker(56) stopped --- 18 stopped workers
place(0) worker(15) stopped --- 14 stopped workers
place(0) worker(57) stopped --- 14 stopped workers
place(0) worker(12) stopped --- 15 stopped workers
place(0) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(1) worker(65) stopped --- 0 stopped workers
place(1) worker(66) stopped --- 1 stopped workers
place(1) worker(67) stopped --- 1 stopped workers
place(1) worker(64) stopped --- 5 stopped workers
place(1) worker(61) stopped --- 1 stopped workers
place(1) worker(29) stopped --- 10 stopped workers
place(1) worker(66) stopped --- 1 stopped workers
place(1) worker(47) stopped --- 22 stopped workers
place(1) worker(58) stopped --- 30 stopped workers
place(1) worker(63) stopped --- 34 stopped workers
place(1) worker(52) stopped --- 35 stopped workers
place(1) worker(18) stopped --- 43 stopped workers
place(1) worker(46) stopped --- 47 stopped workers
place(1) worker(22) stopped --- 50 stopped workers
place(1) worker(12) stopped --- 0 stopped workers
place(1) worker(36) stopped --- 60 stopped workers
place(1) worker(3) stopped --- 0 stopped workers
place(1) worker(9) stopped --- 64 stopped workers
place(1) worker(35) stopped --- 64 stopped workers
place(1) worker(51) stopped --- 65 stopped workers
place(1) worker(19) stopped --- 65 stopped workers
-DistColGlb- [place(1)] to [place(0)]: [9630000,9640000) [9730000,9740000) [9830000,9840000) [9930000,9940000) 
place(1) worker(43) stopped --- 62 stopped workers
place(1) worker(44) stopped --- 61 stopped workers
place(1) worker(49) stopped --- 60 stopped workers
place(1) worker(59) stopped --- 60 stopped workers
place(1) worker(23) stopped --- 60 stopped workers
place(1) worker(45) stopped --- 60 stopped workersplace(2) worker(33) stopped --- 1 stopped workers
place(2) worker(26) stopped --- 1 stopped workers
place(2) worker(39) stopped --- 0 stopped workers
place(2) worker(21) stopped --- 5 stopped workers
place(2) worker(60) stopped --- 4 stopped workers
place(2) worker(21) stopped --- 3 stopped workers
place(2) worker(64) stopped --- 4 stopped workers
place(2) worker(65) stopped --- 5 stopped workers
place(0) established lifeline on place(2) for collection DistChunkedList:gid(1)
place(2) worker(61) stopped --- 6 stopped workers
place(2) worker(1) stopped --- 1 stopped workers
place(2) worker(13) stopped --- 0 stopped workers
place(2) worker(39) stopped --- 3 stopped workers
place(2) worker(9) stopped --- 3 stopped workers
place(2) worker(31) stopped --- 1 stopped workers
place(2) worker(12) stopped --- 8 stopped workers
place(2) worker(41) stopped --- 7 stopped workers
place(2) worker(8) stopped --- 8 stopped workers
place(2) worker(53) stopped --- 1 stopped workers
place(2) worker(44) stopped --- 12 stopped workers
place(2) worker(67) stopped --- 22 stopped workers
place(2) worker(18) stopped --- 22 stopped workers
place(2) worker(42) stopped --- 1 stopped workers
place(2) worker(10) stopped --- 24 stopped workers
place(2) worker(63) stopped --- 33 stopped workers
place(2) worker(27) stopped --- 1 stopped workers
place(2) worker(6) stopped --- 44 stopped workers
place(2) worker(52) stopped --- 47 stopped workers
place(2) worker(17) stopped --- 52 stopped workers
place(2) worker(49) stopped --- 47 stopped workers
place(2) worker(13) stopped --- 47 stopped workers
place(2) worker(45) stopped --- 47 stopped workers
place(2) worker(61) stopped --- 47 stopped workers
place(2) worker(14) stopped --- 47 stopped workers
place(2) worker(40) stopped --- 47 stopped workers
place(2) worker(41) stopped --- 47 stopped workers
place(2) worker(43) stopped --- 47 stopped workers
place(2) worker(39) stopped --- 59 stopped workers
place(2) worker(58) stopped --- 47 stopped workers
place(2) worker(48) stopped --- 47 stopped workers
place(2) worker(50) stopped --- 46 stopped workers
place(2) worker(8) stopped --- 66 stopped workers
place(2) worker(37) stopped --- 43 stopped workers
place(2) worker(24) stopped --- 41 stopped workers
place(2) worker(27) stopped --- 33 stopped workers
place(2) worker(4) stopped --- 33 stopped workers
place(2) worker(0) stopped --- 33 stopped workers
place(2) worker(15) stopped --- 33 stopped workers
place(2) worker(30) stopped --- 33 stopped workers
place(2) worker(62) stopped --- 33 stopped workers
place(2) worker(25) stopped --- 33 stopped workers
place(2) worker(2) stopped --- 33 stopped workers
place(2) worker(64) stopped --- 28 stopped workers
place(2) worker(47) stopped --- 28 stopped workers
place(2) worker(28) stopped --- 30 stopped workers
place(2) worker(1) stopped --- 21 stopped workers
place(2) worker(46) stopped --- 23 stopped workers
place(2) worker(19) stopped --- 22 stopped workers
place(2) worker(55) stopped --- 22 stopped workers
place(2) worker(20) stopped --- 22 stopped workers
place(2) worker(29) stopped --- 22 stopped workers
place(2) worker(59) stopped --- 22 stopped workers
place(2) worker(60) stopped --- 22 stopped workers
place(2) worker(57) stopped --- 22 stopped workers
place(2) worker(36) stopped --- 21 stopped workers
place(2) worker(31) stopped --- 20 stopped workers
place(2) worker(26) stopped --- 22 stopped workers
place(2) worker(56) stopped --- 22 stopped workers
place(2) worker(11) stopped --- 21 stopped workers
place(2) worker(34) stopped --- 17 stopped workers
place(2) worker(23) stopped --- 12 stopped workers
place(2) worker(51) stopped --- 11 stopped workers
place(2) worker(32) stopped --- 9 stopped workers
place(2) worker(42) stopped --- 13 stopped workers
place(2) worker(25) stopped --- 12 stopped workers
place(2) worker(35) stopped --- 12 stopped workers
place(2) worker(38) stopped --- 7 stopped workers
place(2) worker(28) stopped --- 6 stopped workers
place(2) worker(14) stopped --- 3 stopped workers
place(2) worker(54) stopped --- 5 stopped workers
place(2) worker(29) stopped --- 3 stopped workers
place(2) worker(9) stopped --- 3 stopped workers
place(2) worker(7) stopped --- 3 stopped workers
place(2) worker(16) stopped --- 5 stopped workers
place(2) worker(13) stopped --- 5 stopped workers
place(2) worker(65) stopped --- 0 stopped workers
place(2) worker(11) stopped --- 1 stopped workers
place(2) worker(5) stopped --- 1 stopped workers
-DistColGlb- [place(2)] to [place(0)]: [9666500,9670000) 
place(2) worker(16) stopped --- 67 stopped workers
place(2) worker(12) stopped --- 66 stopped workers
place(2) worker(65) stopped --- 64 stopped workers
place(2) worker(21) stopped --- 64 stopped workers
place(2) worker(11) stopped --- 61 stopped workers
place(2) worker(5) stopped --- 61 stopped workers
place(2) worker(54) stopped --- 60 stopped workers
place(2) worker(9) stopped --- 58 stopped workers
place(1) worker(31) stopped --- 60 stopped workers
place(1) worker(54) stopped --- 60 stopped workers
place(1) worker(41) stopped --- 58 stopped workers
place(1) worker(1) stopped --- 51 stopped workers
place(1) worker(21) stopped --- 50 stopped workers
place(1) worker(60) stopped --- 48 stopped workers
place(1) worker(17) stopped --- 50 stopped workers
place(1) worker(16) stopped --- 49 stopped workers
place(1) worker(11) stopped --- 48 stopped workers
place(1) worker(55) stopped --- 48 stopped workers
place(1) worker(5) stopped --- 48 stopped workers
place(1) worker(14) stopped --- 47 stopped workers
place(1) worker(62) stopped --- 46 stopped workers
place(1) worker(0) stopped --- 44 stopped workers
place(1) worker(6) stopped --- 37 stopped workers
place(1) worker(67) stopped --- 37 stopped workers
place(1) worker(12) stopped --- 37 stopped workers
place(1) worker(27) stopped --- 37 stopped workers
place(1) worker(20) stopped --- 37 stopped workers
place(1) worker(40) stopped --- 37 stopped workers
place(1) worker(30) stopped --- 32 stopped workers
place(1) worker(48) stopped --- 32 stopped workers
place(1) worker(13) stopped --- 32 stopped workers
place(1) worker(7) stopped --- 34 stopped workers
place(1) worker(8) stopped --- 34 stopped workers
place(1) worker(15) stopped --- 33 stopped workers
place(1) worker(64) stopped --- 34 stopped workers
place(1) worker(65) stopped --- 32 stopped workers
place(1) worker(26) stopped --- 32 stopped workers
place(1) worker(25) stopped --- 30 stopped workers
place(1) worker(24) stopped --- 28 stopped workers
place(1) worker(31) stopped --- 27 stopped workers
place(1) worker(50) stopped --- 25 stopped workers
place(1) worker(61) stopped --- 24 stopped workers
place(1) worker(9) stopped --- 24 stopped workers
place(1) worker(57) stopped --- 22 stopped workers
place(1) worker(28) stopped --- 22 stopped workers
place(1) worker(39) stopped --- 17 stopped workers
place(1) worker(4) stopped --- 14 stopped workers
place(1) worker(56) stopped --- 13 stopped workers
place(1) worker(34) stopped --- 11 stopped workers
place(1) worker(2) stopped --- 10 stopped workers
place(1) worker(53) stopped --- 10 stopped workers
place(1) worker(37) stopped --- 10 stopped workers
place(1) worker(35) stopped --- 10 stopped workers
place(1) worker(38) stopped --- 9 stopped workers
place(1) worker(49) stopped --- 8 stopped workers
place(1) worker(11) stopped --- 8 stopped workers
place(1) worker(43) stopped --- 9 stopped workers
place(1) worker(20) stopped --- 9 stopped workers
place(1) worker(33) stopped --- 9 stopped workers
place(1) worker(23) stopped --- 9 stopped workers
place(1) worker(40) stopped --- 5 stopped workers
place(1) worker(18) stopped --- 9 stopped workers
place(1) worker(32) stopped --- 67 stopped workers
place(1) worker(42) stopped --- 66 stopped workers
place(1) worker(10) stopped --- 68 stopped workers
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(0) received 4 assignments from place(1)
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
place(0) worker(37) stopped --- 65 stopped workers
place(0) worker(60) stopped --- 66 stopped workers
place(0) worker(27) stopped --- 66 stopped workers
-DistColGlb- [place(0)] to [place(1)]: [9830000,9840000) [9930000,9940000) [9635500,9640000) 
place(0) worker(49) stopped --- 67 stopped workers
place(0) worker(45) stopped --- 67 stopped workers
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) worker(24) stopped --- 68 stopped workers
place(0) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(1) received 3 assignments from place(0)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(1)] to [place(0)]: [9635500,9640000) [9835500,9840000) 
place(1) worker(37) stopped --- 65 stopped workers
place(1) worker(63) stopped --- 66 stopped workers
place(1) worker(15) stopped --- 66 stopped workers
place(1) worker(30) stopped --- 67 stopped workers
place(1) worker(34) stopped --- 67 stopped workers
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) worker(8) stopped --- 68 stopped workers
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(0) received 2 assignments from place(1)
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(0)] to [place(1)]: [9638250,9640000) 
place(0) worker(36) stopped --- 66 stopped workers
place(0) worker(48) stopped --- 67 stopped workers
place(0) worker(26) stopped --- 68 stopped workers
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(1) received 1 assignments from place(0)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
place(1) worker(3) stopped --- 68 stopped workers
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)

place(2) worker(7) stopped --- 57 stopped workers
place(2) worker(53) stopped --- 57 stopped workers
place(2) worker(32) stopped --- 57 stopped workers
place(2) worker(44) stopped --- 54 stopped workers
place(2) worker(57) stopped --- 52 stopped workers
place(2) worker(33) stopped --- 52 stopped workers
place(2) worker(66) stopped --- 52 stopped workers
place(2) worker(59) stopped --- 52 stopped workers
place(2) worker(3) stopped --- 48 stopped workers
place(2) worker(38) stopped --- 47 stopped workers
place(2): resumed after waiting on handist.collections.glb.GlbOperation@5
place(2) worker(22) stopped --- 68 stopped workers
place(2) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(0) received 1 assignments from place(2)
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(0)] to [place(1)]: [9668750,9670000) 
place(0) worker(57) stopped --- 68 stopped workers
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) established lifeline on place(2) for collection DistChunkedList:gid(1)
place(1) received 1 assignments from place(0)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) worker(56) stopped --- 68 stopped workers
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(2) established lifeline on place(3) for collection DistChunkedList:gid(1)
place(1) established lifeline on place(3) for collection DistChunkedList:gid(1)
-DistColGlb- [place(3)] to [place(2)]: [2980000,2990000) [3010000,3020000) [3050000,3060000) [3080000,3090000) [3110000,3120000) [3150000,3160000) [3180000,3190000) [3210000,3220000) [3250000,3260000) [3280000,3290000) 
-DistColGlb- [place(3)] to [place(1)]: [3310000,3320000) [3350000,3360000) [3380000,3390000) [3410000,3420000) [3450000,3460000) [3480000,3490000) [3510000,3520000) [3550000,3560000) [3580000,3590000) [3610000,3620000) 
place(3) worker(40) stopped --- 0 stopped workers
place(3) worker(61) stopped --- 14 stopped workers
place(3) worker(66) stopped --- 10 stopped workers
place(3) worker(55) stopped --- 14 stopped workers
place(3) worker(14) stopped --- 2 stopped workers
place(3) worker(34) stopped --- 0 stopped workers
place(3) worker(12) stopped --- 0 stopped workers
place(3) worker(45) stopped --- 7 stopped workers
place(3) worker(36) stopped --- 23 stopped workers
place(3) worker(27) stopped --- 24 stopped workers
place(3) worker(5) stopped --- 24 stopped workers
place(3) worker(17) stopped --- 25 stopped workers
place(3) worker(4) stopped --- 14 stopped workers
place(3) worker(26) stopped --- 28 stopped workers
place(3) worker(21) stopped --- 35 stopped workers
place(3) worker(59) stopped --- 40 stopped workers
place(3) worker(48) stopped --- 45 stopped workers
place(3) worker(59) stopped --- 14 stopped workers
place(3) worker(43) stopped --- 57 stopped workers
place(3) worker(36) stopped --- 14 stopped workers
place(3) worker(50) stopped --- 60 stopped workers
place(3) worker(4) stopped --- 61 stopped workers
place(3) worker(26) stopped --- 14 stopped workers
place(3) worker(17) stopped --- 63 stopped workers
place(3) worker(56) stopped --- 14 stopped workers
place(3) worker(19) stopped --- 14 stopped workers
place(3) worker(65) stopped --- 14 stopped workers
place(3) worker(0) stopped --- 64 stopped workers
place(3) worker(62) stopped --- 66 stopped workers
place(3) worker(32) stopped --- 62 stopped workers
place(3) worker(9) stopped --- 61 stopped workers
place(3) worker(60) stopped --- 61 stopped workers
place(3) worker(16) stopped --- 57 stopped workers
place(3) worker(56) stopped --- 57 stopped workers
place(3) worker(59) stopped --- 57 stopped workers
place(3) worker(14) stopped --- 57 stopped workers
place(3) worker(27) stopped --- 57 stopped workers
place(3) worker(15) stopped --- 57 stopped workers
place(3) worker(38) stopped --- 57 stopped workers
place(3) worker(41) stopped --- 57 stopped workers
place(3) worker(7) stopped --- 56 stopped workers
place(3) worker(6) stopped --- 54 stopped workers
place(3) worker(10) stopped --- 56 stopped workers
place(3) worker(12) stopped --- 50 stopped workers
place(3) worker(65) stopped --- 49 stopped workers
place(3) worker(54) stopped --- 45 stopped workers
place(3) worker(33) stopped --- 49 stopped workers
place(3) worker(28) stopped --- 45 stopped workers
place(3) worker(18) stopped --- 43 stopped workers
place(3) worker(20) stopped --- 43 stopped workers
place(3) worker(23) stopped --- 43 stopped workers
place(3) worker(63) stopped --- 42 stopped workers
place(3) worker(1) stopped --- 42 stopped workers
place(3) worker(29) stopped --- 41 stopped workers
place(3) worker(31) stopped --- 41 stopped workers
place(3) worker(52) stopped --- 40 stopped workers
place(3) worker(11) stopped --- 40 stopped workers
place(3) worker(55) stopped --- 40 stopped workers
place(3) worker(19) stopped --- 40 stopped workers
place(3) worker(49) stopped --- 40 stopped workers
place(3) worker(37) stopped --- 40 stopped workers
place(3) worker(51) stopped --- 40 stopped workers
place(3) worker(24) stopped --- 36 stopped workers
place(3) worker(35) stopped --- 31 stopped workers
place(3) worker(66) stopped --- 28 stopped workers
place(3) worker(2) stopped --- 27 stopped workers
place(3) worker(64) stopped --- 24 stopped workers
place(3) worker(61) stopped --- 24 stopped workers
place(3) worker(30) stopped --- 25 stopped workers
place(3) worker(14) stopped --- 25 stopped workers
place(3) worker(32) stopped --- 25 stopped workers
place(3) worker(25) stopped --- 25 stopped workers
place(3) worker(8) stopped --- 25 stopped workers
place(3) worker(47) stopped --- 25 stopped workers
place(3) worker(50) stopped --- 25 stopped workers
place(3) worker(46) stopped --- 24 stopped workers
place(3) worker(55) stopped --- 23 stopped workers
place(3) worker(22) stopped --- 23 stopped workers
place(3) worker(34) stopped --- 23 stopped workers
place(3) worker(42) stopped --- 24 stopped workers
place(3) worker(39) stopped --- 24 stopped workers
place(3) worker(3) stopped --- 24 stopped workers
place(3) worker(13) stopped --- 14 stopped workers
place(3) worker(53) stopped --- 8 stopped workers
place(3) worker(44) stopped --- 8 stopped workers
place(3) worker(57) stopped --- 7 stopped workers
place(3) worker(40) stopped --- 65 stopped workers
place(3) worker(36) stopped --- 64 stopped workers
place(3) worker(21) stopped --- 67 stopped workers
place(3) worker(58) stopped --- 66 stopped workers
place(3) worker(66) stopped --- 65 stopped workers
place(3) worker(67) stopped --- 68 stopped workers
place(3): resumed after waiting on handist.collections.glb.GlbOperation@5
place(3) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(3) established lifeline on place(2) for collection DistChunkedList:gid(1)
place(1) received 10 assignments from place(3)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(1)] to [place(0)]: [3380000,3390000) [3410000,3420000) [3450000,3460000) [3480000,3490000) [3510000,3520000) [3550000,3560000) [3580000,3590000) [3610000,3620000) [3315500,3320000) 
-DistColGlb- [place(1)] to [place(3)]: [3355500,3360000) 
place(1) worker(57) stopped --- 66 stopped workers
place(1) worker(39) stopped --- 67 stopped workers
place(3) received 1 assignments from place(1)
place(3): thread waiting on operation handist.collections.glb.GlbOperation@5
place(3) worker(47) stopped --- 67 stopped workers
place(3): resumed after waiting on handist.collections.glb.GlbOperation@5
place(3) worker(53) stopped --- 68 stopped workers
place(3) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(2) received 10 assignments from place(3)
place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(2)] to [place(0)]: [3080000,3090000) [3110000,3120000) [3150000,3160000) [3180000,3190000) [3210000,3220000) [3250000,3260000) [3280000,3290000) [2985500,2990000) [3015500,3020000) 
-DistColGlb- [place(2)] to [place(3)]: [3055500,3060000) 
place(2) worker(18) stopped --- 65 stopped workers
place(2) worker(26) stopped --- 66 stopped workers
place(2) worker(62) stopped --- 66 stopped workers
place(2) worker(36) stopped --- 67 stopped workers
-DistColGlb- [place(1)] to [place(3)]: [3313750,3315500) 
place(3) received 1 assignments from place(2)
place(3): thread waiting on operation handist.collections.glb.GlbOperation@5
place(3) worker(37) stopped --- 67 stopped workers
place(3): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5place(3) worker(30) stopped --- 68 stopped workers
place(1) worker(48) stopped --- 68 stopped workers

place(1) established lifeline on place(3) for collection DistChunkedList:gid(1)
place(3) established lifeline on place(2) for collection DistChunkedList:gid(1)
place(3) received 1 assignments from place(1)
place(3): thread waiting on operation handist.collections.glb.GlbOperation@5
place(3): resumed after waiting on handist.collections.glb.GlbOperation@5
place(3) worker(57) stopped --- 68 stopped workers
place(3) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(0) received 9 assignments from place(1)
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(0)] to [place(2)]: [3450000,3460000) [3480000,3490000) [3510000,3520000) [3550000,3560000) [3580000,3590000) [3610000,3620000) [3315500,3320000) [3385500,3390000) 
-DistColGlb- [place(0)] to [place(1)]: [3415500,3420000) 
place(0) worker(62) stopped --- 66 stopped workers
place(0) worker(30) stopped --- 67 stopped workers
place(1) received 1 assignments from place(0)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(1)] to [place(3)]: [3418250,3420000) 
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) worker(20) stopped --- 68 stopped workers
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(3) received 1 assignments from place(1)
place(3): thread waiting on operation handist.collections.glb.GlbOperation@5
place(3): resumed after waiting on handist.collections.glb.GlbOperation@5
place(3) worker(49) stopped --- 68 stopped workers
place(3) established lifeline on place(1) for collection DistChunkedList:gid(1)
-DistColGlb- [place(2)] to [place(3)]: [3013750,3015500) 
place(2): resumed after waiting on handist.collections.glb.GlbOperation@5
place(2) worker(31) stopped --- 68 stopped workers
place(2) established lifeline on place(3) for collection DistChunkedList:gid(1)
place(3) received 1 assignments from place(2)
place(3): thread waiting on operation handist.collections.glb.GlbOperation@5
place(3): resumed after waiting on handist.collections.glb.GlbOperation@5
place(3) worker(31) stopped --- 68 stopped workers
place(3) established lifeline on place(2) for collection DistChunkedList:gid(1)
-DistColGlb- [place(0)] to [place(1)]: [3383750,3385500) 
place(0) worker(56) stopped --- 68 stopped workers
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(1) received 1 assignments from place(0)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) worker(27) stopped --- 68 stopped workers
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(0) received 9 assignments from place(2)
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(0)] to [place(1)]: [3150000,3160000) [3180000,3190000) [3210000,3220000) [3250000,3260000) [3280000,3290000) [2985500,2990000) [3015500,3020000) [3085500,3090000) 
place(0) worker(54) stopped --- 65 stopped workers
place(0) worker(0) stopped --- 66 stopped workers
place(0) worker(19) stopped --- 66 stopped workers
place(0) worker(59) stopped --- 67 stopped workers
place(2) received 8 assignments from place(0)
place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(2)] to [place(3)]: [3550000,3560000) [3580000,3590000) [3610000,3620000) [3315500,3320000) [3385500,3390000) [3455500,3460000) [3485500,3490000) 
place(2) worker(0) stopped --- 63 stopped workers
place(2) worker(24) stopped --- 65 stopped workers
place(2) worker(37) stopped --- 66 stopped workers
place(2) worker(29) stopped --- 64 stopped workers
place(2) worker(43) stopped --- 66 stopped workers
place(2) worker(20) stopped --- 67 stopped workers
place(0) worker(31) stopped --- 67 stopped workers
place(0) worker(41) stopped --- 68 stopped workers
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) established lifeline on place(2) for collection DistChunkedList:gid(1)
-DistColGlb- [place(2)] to [place(0)]: [3483750,3485500) 
place(2): resumed after waiting on handist.collections.glb.GlbOperation@5
place(2) worker(15) stopped --- 68 stopped workers
place(2) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(0) received 1 assignments from place(2)
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
place(0) worker(61) stopped --- 68 stopped workers
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
