Concurrent workers; 68
Granulatiry; 400
Lifeline class; handist.collections.glb.lifeline.Hypercube
Serialization; KRYO
Arguments received were [5, 10, 20, 10000, 10000000, 42]
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5place(3): thread waiting on operation handist.collections.glb.GlbOperation@5

place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
place(2) worker(62) stopped --- 19 stopped workers
place(2) worker(21) stopped --- 36 stopped workers
place(2) worker(37) stopped --- 38 stopped workers
place(2) worker(40) stopped --- 20 stopped workers
place(2) worker(21) stopped --- 20 stopped workers
place(2) worker(58) stopped --- 20 stopped workers
place(2) worker(47) stopped --- 21 stopped workers
place(2) worker(22) stopped --- 21 stopped workers
place(2) worker(35) stopped --- 43 stopped workers
place(2) worker(20) stopped --- 21 stopped workers
place(2) worker(1) stopped --- 21 stopped workers
place(2) worker(61) stopped --- 21 stopped workers
place(2) worker(7) stopped --- 44 stopped workers
place(2) worker(44) stopped --- 46 stopped workers
place(2) worker(55) stopped --- 21 stopped workers
place(2) worker(50) stopped --- 21 stopped workers
place(2) worker(26) stopped --- 21 stopped workers
place(2) worker(42) stopped --- 49 stopped workers
place(2) worker(0) stopped --- 48 stopped workers
place(2) worker(62) stopped --- 47 stopped workers
place(2) worker(53) stopped --- 47 stopped workers
place(2) worker(33) stopped --- 44 stopped workers
place(2) worker(27) stopped --- 45 stopped workers
place(2) worker(9) stopped --- 57 stopped workers
place(2) worker(63) stopped --- 57 stopped workers
place(2) worker(4) stopped --- 60 stopped workers
place(2) worker(2) stopped --- 43 stopped workers
place(2) worker(65) stopped --- 42 stopped workers
place(2) worker(52) stopped --- 64 stopped workers
place(0) established lifeline on place(2) for collection DistChunkedList:gid(1)
place(2) worker(1) stopped --- 42 stopped workers
place(2) worker(5) stopped --- 42 stopped workers
place(2) worker(51) stopped --- 40 stopped workers
place(2) worker(8) stopped --- 39 stopped workers
place(2) worker(40) stopped --- 38 stopped workers
place(2) worker(59) stopped --- 66 stopped workers
place(2) worker(24) stopped --- 37 stopped workers
place(2) worker(47) stopped --- 36 stopped workers
place(2) worker(23) stopped --- 35 stopped workers
place(2) worker(12) stopped --- 36 stopped workers
place(2) worker(61) stopped --- 35 stopped workers
place(2) worker(57) stopped --- 34 stopped workers
place(2) worker(38) stopped --- 34 stopped workers
place(2) worker(56) stopped --- 32 stopped workers
place(2) worker(16) stopped --- 32 stopped workers
place(2) worker(48) stopped --- 29 stopped workers
place(2) worker(15) stopped --- 30 stopped workers
place(2) worker(67) stopped --- 29 stopped workers
place(2) worker(50) stopped --- 27 stopped workers
place(2) worker(66) stopped --- 28 stopped workers
place(2) worker(25) stopped --- 26 stopped workers
place(2) worker(19) stopped --- 20 stopped workers
place(2) worker(58) stopped --- 21 stopped workers
place(2) worker(33) stopped --- 19 stopped workers
place(2) worker(9) stopped --- 20 stopped workers
place(2) worker(30) stopped --- 15 stopped workers
place(2) worker(28) stopped --- 15 stopped workers
place(2) worker(46) stopped --- 14 stopped workers
place(2) worker(45) stopped --- 13 stopped workers
place(2) worker(22) stopped --- 11 stopped workers
place(2) worker(17) stopped --- 15 stopped workers
place(2) worker(6) stopped --- 18 stopped workers
place(2) worker(56) stopped --- 17 stopped workers
place(2) worker(36) stopped --- 16 stopped workers
place(2) worker(35) stopped --- 15 stopped workers
place(2) worker(65) stopped --- 17 stopped workers
place(2) worker(54) stopped --- 17 stopped workers
place(2) worker(60) stopped --- 15 stopped workers
place(2) worker(44) stopped --- 15 stopped workers
place(2) worker(59) stopped --- 16 stopped workers
place(2) worker(31) stopped --- 14 stopped workers
place(2) worker(13) stopped --- 16 stopped workers
place(2) worker(23) stopped --- 15 stopped workers
place(2) worker(14) stopped --- 15 stopped workers
place(2) worker(55) stopped --- 13 stopped workers
place(2) worker(29) stopped --- 13 stopped workers
place(2) worker(37) stopped --- 13 stopped workers
place(2) worker(49) stopped --- 15 stopped workers
place(2) worker(24) stopped --- 16 stopped workers
place(2) worker(0) stopped --- 7 stopped workers
place(2) worker(2) stopped --- 8 stopped workers
place(2) worker(42) stopped --- 10 stopped workers
place(2) worker(43) stopped --- 12 stopped workers
place(2) worker(3) stopped --- 10 stopped workers
place(2) worker(9) stopped --- 12 stopped workers
place(2) worker(16) stopped --- 12 stopped workers
place(2) worker(34) stopped --- 12 stopped workers
place(2) worker(10) stopped --- 12 stopped workers
place(2) worker(18) stopped --- 67 stopped workers
place(3) established lifeline on place(2) for collection DistChunkedList:gid(1)
place(2) worker(3) stopped --- 65 stopped workers
place(2) worker(46) stopped --- 63 stopped workers
place(2) worker(20) stopped --- 62 stopped workers
place(2) worker(56) stopped --- 61 stopped workers
place(2) worker(54) stopped --- 60 stopped workers
place(2) worker(17) stopped --- 60 stopped workers
place(2) worker(55) stopped --- 56 stopped workers
place(2) worker(66) stopped --- 55 stopped workers
place(2) worker(43) stopped --- 55 stopped workers
place(2) worker(10) stopped --- 55 stopped workers
place(2) worker(29) stopped --- 55 stopped workers
place(2) worker(60) stopped --- 55 stopped workers
place(2) worker(32) stopped --- 51 stopped workers
-DistColGlb- [place(2)] to [place(0)]: [9964800,9965600) 
place(2) worker(26) stopped --- 68 stopped workers
place(2): resumed after waiting on handist.collections.glb.GlbOperation@5
place(2) established lifeline on place(3) for collection DistChunkedList:gid(1)
place(2) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(0) received 1 assignments from place(2)
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(0)] to [place(2)]: [9965400,9965600) 
place(0) worker(27) stopped --- 68 stopped workers
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) established lifeline on place(2) for collection DistChunkedList:gid(1)
place(2) received 1 assignments from place(0)
place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
place(2): resumed after waiting on handist.collections.glb.GlbOperation@5
place(2) worker(64) stopped --- 68 stopped workers
place(2) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(3) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(0) established lifeline on place(1) for collection DistChunkedList:gid(1)
-DistColGlb- [place(1)] to [place(3)]: [3480000,3490000) [3510000,3520000) [3550000,3560000) [3580000,3590000) [3610000,3620000) [3650000,3660000) [3680000,3690000) [3710000,3720000) [3750000,3760000) [3780000,3790000) 
-DistColGlb- [place(1)] to [place(0)]: [6650000,6660000) [6680000,6690000) [6710000,6720000) [6750000,6760000) [6780000,6790000) [6810000,6820000) [6850000,6860000) [6880000,6890000) [6910000,6920000) [6950000,6960000) 
place(1) worker(38) stopped --- 0 stopped workers
place(1) worker(17) stopped --- 0 stopped workers
place(1) worker(50) stopped --- 0 stopped workers
place(1) worker(64) stopped --- 0 stopped workers
place(1) worker(33) stopped --- 0 stopped workers
place(1) worker(26) stopped --- 8 stopped workers
place(1) worker(44) stopped --- 8 stopped workers
place(1) worker(61) stopped --- 0 stopped workers
place(1) worker(61) stopped --- 0 stopped workers
place(1) worker(60) stopped --- 11 stopped workers
place(1) worker(13) stopped --- 10 stopped workers
place(1) worker(66) stopped --- 7 stopped workers
place(1) worker(34) stopped --- 5 stopped workers
place(1) worker(8) stopped --- 3 stopped workers
place(1) worker(49) stopped --- 6 stopped workers
place(1) worker(46) stopped --- 7 stopped workers
place(1) worker(62) stopped --- 18 stopped workers
place(1) worker(49) stopped --- 24 stopped workers
place(1) worker(20) stopped --- 22 stopped workers
place(1) worker(31) stopped --- 0 stopped workers
place(1) worker(54) stopped --- 29 stopped workers
place(1) worker(18) stopped --- 30 stopped workers
place(1) worker(31) stopped --- 35 stopped workers
place(1) worker(48) stopped --- 36 stopped workers
place(1) worker(59) stopped --- 10 stopped workers
place(1) worker(4) stopped --- 9 stopped workers
place(1) worker(21) stopped --- 41 stopped workers
place(1) worker(64) stopped --- 43 stopped workers
place(1) worker(43) stopped --- 46 stopped workers
place(1) worker(52) stopped --- 7 stopped workers
place(1) worker(18) stopped --- 7 stopped workers
place(1) worker(25) stopped --- 47 stopped workers
place(1) worker(42) stopped --- 43 stopped workers
place(1) worker(61) stopped --- 43 stopped workers
place(1) worker(23) stopped --- 43 stopped workers
place(1) worker(7) stopped --- 40 stopped workers
place(1) worker(55) stopped --- 50 stopped workers
place(1) worker(12) stopped --- 37 stopped workers
place(1) worker(66) stopped --- 52 stopped workers
place(1) worker(9) stopped --- 36 stopped workers
place(1) worker(47) stopped --- 55 stopped workers
place(1) worker(24) stopped --- 58 stopped workers
place(1) worker(44) stopped --- 59 stopped workers
place(1) worker(57) stopped --- 36 stopped workers
place(1) worker(13) stopped --- 36 stopped workers
place(1) worker(42) stopped --- 66 stopped workers
place(1) worker(42) stopped --- 35 stopped workers
place(1) worker(16) stopped --- 34 stopped workers
place(1) worker(2) stopped --- 30 stopped workers
place(1) worker(17) stopped --- 29 stopped workers
place(1) worker(26) stopped --- 29 stopped workers
place(1) worker(35) stopped --- 29 stopped workers
place(1) worker(0) stopped --- 29 stopped workers
place(1) worker(39) stopped --- 30 stopped workers
place(1) worker(40) stopped --- 30 stopped workers
place(1) worker(5) stopped --- 27 stopped workers
place(1) worker(37) stopped --- 22 stopped workers
place(1) worker(56) stopped --- 22 stopped workers
place(1) worker(48) stopped --- 22 stopped workers
place(1) worker(46) stopped --- 24 stopped workers
place(1) worker(1) stopped --- 24 stopped workers
place(1) worker(22) stopped --- 24 stopped workers
place(1) worker(29) stopped --- 21 stopped workers
place(1) worker(6) stopped --- 21 stopped workers
place(1) worker(59) stopped --- 15 stopped workers
place(1) worker(66) stopped --- 15 stopped workers
place(1) worker(15) stopped --- 15 stopped workers
place(1) worker(61) stopped --- 13 stopped workers
place(1) worker(19) stopped --- 14 stopped workers
place(1) worker(30) stopped --- 13 stopped workers
place(1) worker(55) stopped --- 14 stopped workers
place(1) worker(45) stopped --- 14 stopped workers
place(1) worker(31) stopped --- 65 stopped workers
place(1) worker(4) stopped --- 64 stopped workers
place(1) worker(22) stopped --- 63 stopped workers
place(1) worker(41) stopped --- 63 stopped workers
place(1) worker(38) stopped --- 62 stopped workers
place(1) worker(36) stopped --- 59 stopped workers
place(1) worker(58) stopped --- 59 stopped workers
place(1) worker(49) stopped --- 57 stopped workers
place(1) worker(7) stopped --- 54 stopped workers
place(1) worker(13) stopped --- 53 stopped workers
place(1) worker(29) stopped --- 54 stopped workers
place(1) worker(51) stopped --- 52 stopped workers
place(1) worker(19) stopped --- 52 stopped workers
place(1) worker(33) stopped --- 50 stopped workers
place(1) worker(26) stopped --- 50 stopped workers
place(1) worker(11) stopped --- 50 stopped workers
place(1) worker(1) stopped --- 50 stopped workers
place(1) worker(6) stopped --- 50 stopped workers
place(1) worker(3) stopped --- 51 stopped workers
place(1) worker(32) stopped --- 51 stopped workers
place(1) worker(60) stopped --- 50 stopped workers
place(1) worker(53) stopped --- 48 stopped workers
place(1) worker(16) stopped --- 50 stopped workers
place(1) worker(15) stopped --- 45 stopped workers
place(1) worker(65) stopped --- 40 stopped workers
place(1) worker(18) stopped --- 40 stopped workers
place(1) worker(14) stopped --- 40 stopped workers
place(1) worker(48) stopped --- 38 stopped workers
place(1) worker(56) stopped --- 37 stopped workers
place(1) worker(5) stopped --- 36 stopped workers
place(1) worker(40) stopped --- 34 stopped workers
place(1) worker(32) stopped --- 36 stopped workers
place(1) worker(10) stopped --- 34 stopped workers
place(1) worker(37) stopped --- 34 stopped workers
place(1) worker(67) stopped --- 35 stopped workers
place(1) worker(50) stopped --- 35 stopped workers
place(1) worker(27) stopped --- 36 stopped workers
place(1) worker(34) stopped --- 35 stopped workers
place(1) worker(41) stopped --- 35 stopped workers
place(1) worker(37) stopped --- 59 stopped workers
place(1) worker(5) stopped --- 65 stopped workers
place(1) worker(59) stopped --- 64 stopped workers
place(1) worker(50) stopped --- 66 stopped workers
place(1) worker(12) stopped --- 66 stopped workers
place(1) worker(40) stopped --- 61 stopped workers
place(1) worker(27) stopped --- 67 stopped workers
place(1) worker(45) stopped --- 63 stopped workers
place(1) worker(28) stopped --- 63 stopped workers
place(1) worker(9) stopped --- 59 stopped workers
place(1) worker(14) stopped --- 67 stopped workers
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) worker(63) stopped --- 68 stopped workers
place(1) established lifeline on place(3) for collection DistChunkedList:gid(1)
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(3) received 10 assignments from place(1)
place(3): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(3)] to [place(1)]: [3515200,3520000) 
-DistColGlb- [place(3)] to [place(2)]: [3550000,3560000) [3580000,3590000) [3610000,3620000) [3650000,3660000) [3680000,3690000) [3710000,3720000) [3750000,3760000) [3780000,3790000) [3485200,3490000) 
place(0) received 10 assignments from place(1)
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(0)] to [place(2)]: [6710000,6720000) [6750000,6760000) [6780000,6790000) [6810000,6820000) [6850000,6860000) [6880000,6890000) [6910000,6920000) [6950000,6960000) [6655200,6660000) 
-DistColGlb- [place(0)] to [place(1)]: [6685200,6690000) 
place(3) worker(9) stopped --- 65 stopped workers
place(3) worker(22) stopped --- 66 stopped workers
place(3) worker(34) stopped --- 66 stopped workers
place(3) worker(20) stopped --- 66 stopped workers
place(0) worker(55) stopped --- 65 stopped workers
place(0) worker(16) stopped --- 66 stopped workers
place(0) worker(17) stopped --- 66 stopped workers
place(3) worker(12) stopped --- 67 stopped workers
place(0) worker(48) stopped --- 67 stopped workers
place(1) received 1 assignments from place(0)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
place(1) received 1 assignments from place(3)
place(1): thread already waiting on operation handist.collections.glb.GlbOperation@5
place(1) worker(51) stopped --- 62 stopped workers
place(1) worker(15) stopped --- 62 stopped workers
place(1) worker(60) stopped --- 63 stopped workers
place(1) worker(23) stopped --- 65 stopped workers
place(1) worker(1) stopped --- 65 stopped workers
place(1) worker(65) stopped --- 66 stopped workers
place(1) worker(46) stopped --- 66 stopped workers
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) worker(3) stopped --- 68 stopped workers
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(1) established lifeline on place(3) for collection DistChunkedList:gid(1)
-DistColGlb- [place(0)] to [place(1)]: [6653000,6655200) 
place(0) worker(54) stopped --- 67 stopped workers
place(0) worker(65) stopped --- 68 stopped workers
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(1) received 1 assignments from place(0)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(1)] to [place(0)]: [6654300,6655200) 
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) worker(11) stopped --- 68 stopped workers
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(0) received 1 assignments from place(1)
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(0)] to [place(1)]: [6654950,6655200) 
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) worker(19) stopped --- 68 stopped workers
place(0) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(1) received 1 assignments from place(0)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) worker(19) stopped --- 68 stopped workers
-DistColGlb- [place(3)] to [place(1)]: [3483000,3485200) 
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(3) worker(44) stopped --- 67 stopped workers
place(3) worker(28) stopped --- 68 stopped workers
place(3): resumed after waiting on handist.collections.glb.GlbOperation@5
place(3) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(1) received 1 assignments from place(3)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(1)] to [place(0)]: [3484300,3485200) 
-DistColGlb- [place(1)] to [place(3)]: [3484050,3484300) 
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) worker(66) stopped --- 68 stopped workers
place(0) received 1 assignments from place(1)
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(0)] to [place(1)]: [3484950,3485200) 
place(1) established lifeline on place(3) for collection DistChunkedList:gid(1)
place(0) worker(49) stopped --- 68 stopped workers
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(2) received 9 assignments from place(0)
place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
