Concurrent workers; 68
Granulatiry; 10
Lifeline class; handist.collections.glb.lifeline.Hypercube
Serialization; KRYO
Arguments received were [5, 10, 20, 10000, 10000000, 42]
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
place(3): thread waiting on operation handist.collections.glb.GlbOperation@5place(2): thread waiting on operation handist.collections.glb.GlbOperation@5

place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) worker(1) stopped --- 68 stopped workers
place(0) worker(25) stopped --- 65 stopped workers
place(0) worker(36) stopped --- 64 stopped workers
place(0) worker(52) stopped --- 63 stopped workers
place(0) worker(53) stopped --- 60 stopped workers
place(0) worker(48) stopped --- 60 stopped workers
place(0) worker(7) stopped --- 60 stopped workers
place(0) worker(20) stopped --- 59 stopped workers
place(0) worker(54) stopped --- 58 stopped workers
place(0) worker(67) stopped --- 57 stopped workers
place(0) worker(29) stopped --- 55 stopped workers
place(0) worker(41) stopped --- 55 stopped workers
place(0) worker(31) stopped --- 53 stopped workers
place(0) worker(32) stopped --- 53 stopped workers
place(0) worker(26) stopped --- 51 stopped workers
place(0) worker(49) stopped --- 51 stopped workers
place(0) worker(44) stopped --- 51 stopped workers
place(0) worker(23) stopped --- 50 stopped workers
place(0) worker(17) stopped --- 50 stopped workers
place(0) worker(56) stopped --- 48 stopped workers
place(0) worker(30) stopped --- 48 stopped workers
place(0) worker(40) stopped --- 47 stopped workers
place(0) worker(19) stopped --- 44 stopped workers
place(0) worker(64) stopped --- 43 stopped workers
place(0) worker(61) stopped --- 42 stopped workers
place(0) worker(59) stopped --- 42 stopped workers
place(0) worker(43) stopped --- 42 stopped workers
place(0) worker(60) stopped --- 40 stopped workers
place(0) worker(27) stopped --- 42 stopped workers
place(0) worker(11) stopped --- 40 stopped workers
place(0) worker(37) stopped --- 40 stopped workers
place(0) worker(46) stopped --- 40 stopped workers
place(0) worker(36) stopped --- 39 stopped workers
place(0) worker(51) stopped --- 38 stopped workers
place(0) worker(57) stopped --- 43 stopped workers
place(0) worker(6) stopped --- 42 stopped workers
place(0) worker(17) stopped --- 41 stopped workers
place(0) worker(4) stopped --- 40 stopped workers
place(0) worker(50) stopped --- 39 stopped workers
place(0) worker(18) stopped --- 39 stopped workers
place(0) worker(28) stopped --- 38 stopped workers
place(0) worker(13) stopped --- 37 stopped workers
place(0) worker(63) stopped --- 36 stopped workers
place(0) worker(64) stopped --- 35 stopped workers
place(0) worker(10) stopped --- 35 stopped workers
place(0) worker(16) stopped --- 34 stopped workers
place(0) worker(43) stopped --- 33 stopped workers
place(0) worker(3) stopped --- 32 stopped workers
place(0) worker(20) stopped --- 32 stopped workers
place(0) worker(59) stopped --- 31 stopped workers
place(0) worker(46) stopped --- 30 stopped workers
place(0) worker(11) stopped --- 29 stopped workers
place(0) worker(44) stopped --- 28 stopped workers
place(0) worker(60) stopped --- 28 stopped workers
place(0) worker(33) stopped --- 28 stopped workers
place(2) worker(6) stopped --- 0 stopped workers
place(2) worker(43) stopped --- 0 stopped workers
place(2) worker(7) stopped --- 0 stopped workers
place(2) worker(19) stopped --- 0 stopped workers
place(2) worker(39) stopped --- 0 stopped workers
place(2) worker(23) stopped --- 0 stopped workers
place(2) worker(46) stopped --- 1 stopped workers
place(2) worker(48) stopped --- 0 stopped workers
place(2) worker(21) stopped --- 1 stopped workers
place(2) worker(37) stopped --- 0 stopped workers
place(2) worker(20) stopped --- 28 stopped workers
place(2) worker(14) stopped --- 28 stopped workers
place(2) worker(35) stopped --- 28 stopped workers
place(2) worker(55) stopped --- 28 stopped workers
place(2) worker(47) stopped --- 28 stopped workers
place(2) worker(62) stopped --- 17 stopped workers
place(2) worker(13) stopped --- 27 stopped workers
place(2) worker(27) stopped --- 25 stopped workers
place(2) worker(18) stopped --- 27 stopped workers
place(2) worker(30) stopped --- 26 stopped workers
place(2) worker(8) stopped --- 25 stopped workers
place(2) worker(29) stopped --- 16 stopped workers
place(2) worker(58) stopped --- 9 stopped workers
place(2) worker(37) stopped --- 13 stopped workers
place(2) worker(12) stopped --- 13 stopped workers
place(2) worker(4) stopped --- 21 stopped workers
place(2) worker(48) stopped --- 16 stopped workers
place(2) worker(11) stopped --- 15 stopped workers
place(2) worker(10) stopped --- 13 stopped workers
place(2) worker(1) stopped --- 9 stopped workers
place(2) worker(41) stopped --- 19 stopped workers
place(2) worker(57) stopped --- 18 stopped workers
place(2) worker(49) stopped --- 24 stopped workers
place(2) worker(23) stopped --- 6 stopped workers
place(2) worker(45) stopped --- 24 stopped workers
place(2) worker(31) stopped --- 10 stopped workers
place(2) worker(59) stopped --- 6 stopped workers
place(2) worker(34) stopped --- 1 stopped workers
place(2) worker(51) stopped --- 0 stopped workers
place(2) worker(43) stopped --- 0 stopped workers
place(2) worker(59) stopped --- 22 stopped workers
place(2) worker(4) stopped --- 21 stopped workers
place(2) worker(41) stopped --- 21 stopped workers
place(2) worker(49) stopped --- 20 stopped workers
place(2) worker(0) stopped --- 23 stopped workers
place(2) worker(28) stopped --- 21 stopped workers
place(2) worker(61) stopped --- 26 stopped workers
place(2) worker(25) stopped --- 26 stopped workers
place(2) worker(44) stopped --- 24 stopped workers
place(2) worker(31) stopped --- 26 stopped workers
place(2) worker(64) stopped --- 24 stopped workers
place(2) worker(7) stopped --- 20 stopped workers
place(2) worker(33) stopped --- 20 stopped workers
place(2) worker(51) stopped --- 19 stopped workers
place(2) worker(21) stopped --- 16 stopped workers
place(2) worker(28) stopped --- 15 stopped workers
place(2) worker(15) stopped --- 28 stopped workers
place(2) worker(39) stopped --- 15 stopped workers
place(2) worker(59) stopped --- 15 stopped workers
place(2) worker(65) stopped --- 12 stopped workers
place(2) worker(59) stopped --- 41 stopped workers
place(2) worker(30) stopped --- 11 stopped workers
place(2) worker(39) stopped --- 25 stopped workers
place(2) worker(8) stopped --- 11 stopped workers
place(2) worker(44) stopped --- 8 stopped workers
place(2) worker(14) stopped --- 13 stopped workers
place(2) worker(13) stopped --- 11 stopped workers
place(2) worker(24) stopped --- 12 stopped workers
place(2) worker(21) stopped --- 28 stopped workers
place(2) worker(20) stopped --- 11 stopped workers
place(2) worker(44) stopped --- 9 stopped workers
place(2) worker(3) stopped --- 12 stopped workers
place(2) worker(36) stopped --- 9 stopped workers
place(2) worker(15) stopped --- 9 stopped workers
place(2) worker(64) stopped --- 9 stopped workers
place(2) worker(56) stopped --- 9 stopped workers
place(2) worker(19) stopped --- 8 stopped workers
place(2) worker(49) stopped --- 8 stopped workers
place(2) worker(31) stopped --- 8 stopped workers
place(2) worker(46) stopped --- 0 stopped workers
place(2) worker(40) stopped --- 1 stopped workers
place(2) worker(42) stopped --- 0 stopped workers
place(2) worker(41) stopped --- 0 stopped workers
place(2) worker(50) stopped --- 0 stopped workers
place(2) worker(5) stopped --- 1 stopped workers
place(2) worker(16) stopped --- 1 stopped workers
place(2) worker(54) stopped --- 0 stopped workers
place(2) worker(49) stopped --- 36 stopped workers
place(2) worker(2) stopped --- 4 stopped workers
place(2) worker(32) stopped --- 34 stopped workers
place(2) worker(46) stopped --- 36 stopped workers
place(2) worker(27) stopped --- 37 stopped workers
place(2) worker(22) stopped --- 19 stopped workers
place(2) worker(11) stopped --- 16 stopped workers
place(2) worker(15) stopped --- 20 stopped workers
place(2) worker(4) stopped --- 23 stopped workers
place(2) worker(5) stopped --- 26 stopped workers
place(2) worker(53) stopped --- 34 stopped workers
place(2) worker(61) stopped --- 32 stopped workers
place(2) worker(67) stopped --- 33 stopped workers
place(2) worker(26) stopped --- 33 stopped workers
place(2) worker(52) stopped --- 30 stopped workers
place(2) worker(9) stopped --- 33 stopped workers
place(2) worker(67) stopped --- 34 stopped workers
place(2) worker(6) stopped --- 31 stopped workers
place(2) worker(34) stopped --- 39 stopped workers
place(2) worker(51) stopped --- 28 stopped workers
place(2) worker(25) stopped --- 41 stopped workers
place(2) worker(19) stopped --- 29 stopped workers
place(2) worker(63) stopped --- 29 stopped workers
place(2) worker(66) stopped --- 28 stopped workers
place(2) worker(38) stopped --- 29 stopped workers
place(2) worker(17) stopped --- 29 stopped workers
place(2) worker(32) stopped --- 29 stopped workers
place(2) worker(37) stopped --- 28 stopped workers
place(2) worker(19) stopped --- 47 stopped workers
place(2) worker(12) stopped --- 29 stopped workers
place(2) worker(0) stopped --- 29 stopped workers
place(2) worker(56) stopped --- 46 stopped workers
place(2) worker(37) stopped --- 47 stopped workers
place(2) worker(41) stopped --- 45 stopped workers
place(2) worker(49) stopped --- 46 stopped workers
place(2) worker(18) stopped --- 47 stopped workers
place(2) worker(55) stopped --- 45 stopped workers
place(2) worker(54) stopped --- 46 stopped workers
place(2) worker(3) stopped --- 48 stopped workers
place(2) worker(60) stopped --- 44 stopped workers
place(2) worker(0) stopped --- 49 stopped workers
place(2) worker(61) stopped --- 45 stopped workers
place(2) worker(15) stopped --- 45 stopped workers
place(2) worker(13) stopped --- 43 stopped workers
place(2) worker(36) stopped --- 42 stopped workers
place(2) worker(28) stopped --- 43 stopped workers
place(2) worker(21) stopped --- 43 stopped workers
place(2) worker(43) stopped --- 42 stopped workers
place(2) worker(66) stopped --- 42 stopped workers
place(2) worker(16) stopped --- 40 stopped workers
place(2) worker(54) stopped --- 36 stopped workers
place(2) worker(33) stopped --- 36 stopped workers
place(2) worker(51) stopped --- 34 stopped workers
place(2) worker(58) stopped --- 35 stopped workers
place(2) worker(45) stopped --- 32 stopped workers
place(2) worker(1) stopped --- 34 stopped workers
place(2) worker(31) stopped --- 33 stopped workers
place(2) worker(55) stopped --- 33 stopped workers
place(2) worker(29) stopped --- 34 stopped workers
place(2) worker(22) stopped --- 33 stopped workers
place(2) worker(60) stopped --- 33 stopped workers
place(2) worker(63) stopped --- 58 stopped workers
place(2) worker(50) stopped --- 31 stopped workers
place(2) worker(37) stopped --- 59 stopped workers
place(2) worker(27) stopped --- 60 stopped workers
place(2) worker(9) stopped --- 35 stopped workers
place(2) worker(59) stopped --- 39 stopped workers
place(2) worker(52) stopped --- 37 stopped workers
place(2) worker(4) stopped --- 39 stopped workers
place(2) worker(63) stopped --- 36 stopped workers
place(2) worker(62) stopped --- 35 stopped workers
place(2) worker(33) stopped --- 35 stopped workers
place(2) worker(28) stopped --- 35 stopped workers
place(2) worker(5) stopped --- 33 stopped workers
place(2) worker(56) stopped --- 66 stopped workers
place(2) worker(67) stopped --- 34 stopped workers
place(2) worker(2) stopped --- 33 stopped workers
place(2) worker(55) stopped --- 33 stopped workers
place(2) worker(12) stopped --- 33 stopped workers
place(2) worker(56) stopped --- 31 stopped workers
place(2) worker(34) stopped --- 31 stopped workers
place(2) worker(45) stopped --- 32 stopped workers
place(2) worker(23) stopped --- 30 stopped workers
place(2) worker(26) stopped --- 34 stopped workers
place(2) worker(6) stopped --- 34 stopped workers
place(2) worker(57) stopped --- 32 stopped workers
place(2) worker(44) stopped --- 31 stopped workers
place(2) worker(25) stopped --- 30 stopped workers
place(2) worker(16) stopped --- 29 stopped workers
place(2) worker(33) stopped --- 28 stopped workers
place(2) worker(18) stopped --- 28 stopped workers
place(2) worker(7) stopped --- 26 stopped workers
place(2) worker(64) stopped --- 27 stopped workers
place(2) worker(51) stopped --- 25 stopped workers
place(2) worker(43) stopped --- 26 stopped workers
place(2) worker(45) stopped --- 26 stopped workers
place(0) established lifeline on place(2) for collection DistChunkedList:gid(1)
place(2) worker(65) stopped --- 26 stopped workers
place(2) worker(15) stopped --- 26 stopped workers
place(2) worker(35) stopped --- 24 stopped workers
place(2) worker(37) stopped --- 25 stopped workers
place(2) worker(19) stopped --- 25 stopped workers
place(2) worker(47) stopped --- 25 stopped workers
place(2) worker(16) stopped --- 27 stopped workers
place(2) worker(1) stopped --- 26 stopped workers
place(2) worker(2) stopped --- 28 stopped workers
place(2) worker(43) stopped --- 28 stopped workers
place(2) worker(7) stopped --- 29 stopped workers
place(2) worker(57) stopped --- 29 stopped workers
place(2) worker(14) stopped --- 28 stopped workers
place(2) worker(35) stopped --- 25 stopped workers
place(2) worker(4) stopped --- 25 stopped workers
place(2) worker(18) stopped --- 23 stopped workers
place(2) worker(47) stopped --- 22 stopped workers
place(2) worker(46) stopped --- 22 stopped workers
place(2) worker(60) stopped --- 22 stopped workers
place(2) worker(38) stopped --- 22 stopped workers
place(2) worker(67) stopped --- 22 stopped workers
place(2) worker(19) stopped --- 22 stopped workers
place(2) worker(56) stopped --- 22 stopped workers
place(2) worker(9) stopped --- 21 stopped workers
place(2) worker(17) stopped --- 21 stopped workers
place(2) worker(45) stopped --- 20 stopped workers
place(2) worker(16) stopped --- 22 stopped workers
place(2) worker(54) stopped --- 21 stopped workers
place(2): resumed after waiting on handist.collections.glb.GlbOperation@5
place(2) worker(51) stopped --- 68 stopped workers
place(2) worker(6) stopped --- 67 stopped workers
place(2) worker(44) stopped --- 65 stopped workers
place(2) worker(7) stopped --- 64 stopped workers
place(2) worker(49) stopped --- 63 stopped workers
place(2) worker(47) stopped --- 62 stopped workers
place(2) worker(22) stopped --- 61 stopped workers
place(2) worker(54) stopped --- 60 stopped workers
place(2) worker(3) stopped --- 60 stopped workers
place(2) worker(65) stopped --- 59 stopped workers
place(2) worker(24) stopped --- 59 stopped workers
place(2) worker(32) stopped --- 58 stopped workers
place(2) worker(1) stopped --- 57 stopped workers
place(2) worker(35) stopped --- 56 stopped workers
place(2) worker(40) stopped --- 61 stopped workers
place(2) worker(2) stopped --- 60 stopped workers
place(2) worker(19) stopped --- 59 stopped workers
place(2) worker(29) stopped --- 58 stopped workers
place(2) worker(42) stopped --- 58 stopped workers
place(2) worker(57) stopped --- 59 stopped workers
place(2) worker(62) stopped --- 59 stopped workers
place(2) worker(61) stopped --- 59 stopped workers
place(2) worker(8) stopped --- 58 stopped workers
place(2) worker(59) stopped --- 57 stopped workers
place(2) worker(36) stopped --- 56 stopped workers
place(2) worker(39) stopped --- 55 stopped workers
place(2) worker(20) stopped --- 54 stopped workers
place(2) worker(28) stopped --- 54 stopped workers
place(2) worker(11) stopped --- 52 stopped workers
place(2) worker(10) stopped --- 52 stopped workers
place(2) worker(38) stopped --- 53 stopped workers
place(2) worker(64) stopped --- 50 stopped workers
place(2) worker(17) stopped --- 50 stopped workers
place(2) worker(26) stopped --- 48 stopped workers
place(2) worker(14) stopped --- 51 stopped workers
place(2) worker(47) stopped --- 49 stopped workers
place(2) worker(33) stopped --- 47 stopped workers
place(2) worker(7) stopped --- 47 stopped workers
place(2) worker(31) stopped --- 47 stopped workers
place(2) worker(53) stopped --- 45 stopped workers
place(2) worker(48) stopped --- 45 stopped workers
place(2) worker(24) stopped --- 45 stopped workers
place(2) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(1) worker(67) stopped --- 1 stopped workers
place(0) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(1) worker(64) stopped --- 0 stopped workers
-DistColGlb- [place(1)] to [place(0)]: [9726050,9730000) [5729405,5730000) [8467915,8470000) [9825310,9830000) [7928775,7930000) [8927015,8930000) [7967415,7970000) [8227145,8230000) [8867055,8870000) [7169645,7170000) 
place(1) worker(52) stopped --- 0 stopped workers
place(1) worker(49) stopped --- 0 stopped workers
place(1) worker(61) stopped --- 0 stopped workers
place(1) worker(4) stopped --- 2 stopped workers
place(1) worker(61) stopped --- 0 stopped workers
place(1) worker(54) stopped --- 0 stopped workers
place(1) worker(61) stopped --- 4 stopped workers
place(1) worker(50) stopped --- 3 stopped workers
place(1) worker(32) stopped --- 1 stopped workers
place(1) worker(24) stopped --- 2 stopped workers
place(1) worker(40) stopped --- 0 stopped workers
place(1) worker(17) stopped --- 1 stopped workers
place(1) worker(60) stopped --- 1 stopped workers
place(1) worker(32) stopped --- 5 stopped workers
place(1) worker(45) stopped --- 4 stopped workers
place(1) worker(54) stopped --- 1 stopped workers
place(1) worker(65) stopped --- 2 stopped workers
place(1) worker(8) stopped --- 1 stopped workers
place(1) worker(11) stopped --- 6 stopped workers
place(1) worker(22) stopped --- 5 stopped workers
place(1) worker(66) stopped --- 0 stopped workers
place(1) worker(4) stopped --- 3 stopped workers
place(1) worker(59) stopped --- 5 stopped workers
place(1) worker(24) stopped --- 5 stopped workers
place(1) worker(60) stopped --- 3 stopped workers
place(1) worker(19) stopped --- 0 stopped workers
place(1) worker(61) stopped --- 3 stopped workers
place(1) worker(64) stopped --- 48 stopped workers
place(1) worker(11) stopped --- 50 stopped workers
place(1) worker(22) stopped --- 52 stopped workers
place(1) worker(42) stopped --- 55 stopped workers
place(1) worker(43) stopped --- 49 stopped workers
place(1) worker(13) stopped --- 0 stopped workers
place(1) worker(41) stopped --- 0 stopped workers
place(1) worker(62) stopped --- 0 stopped workers
place(1) worker(7) stopped --- 0 stopped workers
place(1) worker(33) stopped --- 0 stopped workers
place(1) worker(46) stopped --- 50 stopped workers
place(1) worker(39) stopped --- 53 stopped workers
place(1) worker(10) stopped --- 55 stopped workers
place(1) worker(30) stopped --- 50 stopped workers
place(1) worker(38) stopped --- 57 stopped workers
place(1) worker(3) stopped --- 50 stopped workers
place(1) worker(11) stopped --- 50 stopped workers
place(1) worker(2) stopped --- 48 stopped workers
place(1) worker(6) stopped --- 48 stopped workers
place(1) worker(24) stopped --- 49 stopped workers
place(1) worker(26) stopped --- 49 stopped workers
place(1) worker(66) stopped --- 48 stopped workers
place(1) worker(17) stopped --- 64 stopped workers
