Concurrent workers; 68
Granulatiry; 1000
Lifeline class; handist.collections.glb.lifeline.Hypercube
Serialization; KRYO
Arguments received were [5, 10, 20, 10000, 10000000, 42]
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
place(3): thread waiting on operation handist.collections.glb.GlbOperation@5
place(0) worker(54) stopped --- 48 stopped workers
place(0) worker(14) stopped --- 48 stopped workers
place(0) worker(53) stopped --- 44 stopped workers
place(0) worker(15) stopped --- 45 stopped workers
place(0) worker(25) stopped --- 46 stopped workers
place(0) worker(55) stopped --- 46 stopped workers
place(0) worker(33) stopped --- 46 stopped workers
place(0) worker(35) stopped --- 46 stopped workers
place(0) worker(6) stopped --- 46 stopped workers
place(0) worker(10) stopped --- 59 stopped workers
place(0) worker(45) stopped --- 46 stopped workers
place(0) worker(13) stopped --- 46 stopped workers
place(0) worker(56) stopped --- 46 stopped workers
place(0) worker(64) stopped --- 46 stopped workers
place(3) worker(36) stopped --- 4 stopped workers
place(3) worker(50) stopped --- 2 stopped workers
place(3) worker(42) stopped --- 8 stopped workers
place(3) worker(67) stopped --- 11 stopped workers
place(3) worker(45) stopped --- 3 stopped workers
place(3) worker(18) stopped --- 3 stopped workers
place(3) worker(1) stopped --- 9 stopped workers
place(3) worker(46) stopped --- 9 stopped workers
place(3) worker(33) stopped --- 9 stopped workers
place(3) worker(55) stopped --- 8 stopped workers
place(3) worker(51) stopped --- 9 stopped workers
place(3) worker(26) stopped --- 0 stopped workers
place(3) worker(55) stopped --- 0 stopped workers
place(3) worker(26) stopped --- 1 stopped workers
place(3) worker(43) stopped --- 6 stopped workers
place(3) worker(51) stopped --- 18 stopped workers
place(3) worker(22) stopped --- 24 stopped workers
place(3) worker(55) stopped --- 30 stopped workers
place(3) worker(7) stopped --- 7 stopped workers
place(3) worker(32) stopped --- 1 stopped workers
place(3) worker(8) stopped --- 11 stopped workers
place(3) worker(58) stopped --- 32 stopped workers
place(3) worker(36) stopped --- 32 stopped workers
place(3) worker(1) stopped --- 31 stopped workers
place(3) worker(50) stopped --- 31 stopped workers
place(3) worker(24) stopped --- 20 stopped workers
place(3) worker(24) stopped --- 31 stopped workers
place(3) worker(18) stopped --- 30 stopped workers
place(3) worker(65) stopped --- 29 stopped workers
place(3) worker(3) stopped --- 36 stopped workers
place(3) worker(1) stopped --- 40 stopped workers
place(3) worker(29) stopped --- 30 stopped workers
place(3) worker(8) stopped --- 43 stopped workers
place(3) worker(49) stopped --- 30 stopped workers
place(3) worker(25) stopped --- 30 stopped workers
place(3) worker(0) stopped --- 22 stopped workers
place(3) worker(50) stopped --- 52 stopped workers
place(3) worker(46) stopped --- 54 stopped workers
place(3) worker(67) stopped --- 30 stopped workers
place(3) worker(60) stopped --- 27 stopped workers
place(3) worker(45) stopped --- 23 stopped workers
place(3) worker(9) stopped --- 21 stopped workers
place(3) worker(66) stopped --- 20 stopped workers
place(3) worker(18) stopped --- 58 stopped workers
place(3) worker(63) stopped --- 20 stopped workers
place(3) worker(42) stopped --- 20 stopped workers
place(3) worker(48) stopped --- 20 stopped workers
place(3) worker(36) stopped --- 60 stopped workers
place(3) worker(33) stopped --- 20 stopped workers
place(3) worker(46) stopped --- 20 stopped workers
place(3) worker(61) stopped --- 17 stopped workers
place(3) worker(47) stopped --- 17 stopped workers
place(3) worker(53) stopped --- 11 stopped workers
place(3) worker(9) stopped --- 66 stopped workers
place(3) worker(27) stopped --- 11 stopped workers
place(3) worker(62) stopped --- 11 stopped workers
place(3) worker(63) stopped --- 68 stopped workers
place(3): resumed after waiting on handist.collections.glb.GlbOperation@5
place(3) worker(5) stopped --- 66 stopped workers
place(3) worker(10) stopped --- 65 stopped workers
place(3) worker(27) stopped --- 64 stopped workers
place(3) worker(40) stopped --- 63 stopped workers
place(3) worker(45) stopped --- 62 stopped workers
place(3) worker(21) stopped --- 62 stopped workers
place(3) worker(61) stopped --- 60 stopped workers
place(3) worker(51) stopped --- 60 stopped workers
place(3) worker(53) stopped --- 57 stopped workers
place(3) worker(42) stopped --- 56 stopped workers
place(3) worker(60) stopped --- 56 stopped workers
place(3) worker(25) stopped --- 54 stopped workers
place(3) worker(64) stopped --- 54 stopped workers
place(3) worker(11) stopped --- 52 stopped workers
place(3) worker(7) stopped --- 52 stopped workers
place(3) worker(0) stopped --- 52 stopped workers
place(3) worker(32) stopped --- 48 stopped workers
place(3) worker(48) stopped --- 48 stopped workers
place(3) worker(52) stopped --- 48 stopped workers
place(3) worker(66) stopped --- 46 stopped workers
place(3) worker(28) stopped --- 45 stopped workers
place(3) worker(43) stopped --- 45 stopped workers
place(3) worker(39) stopped --- 43 stopped workers
place(3) worker(31) stopped --- 43 stopped workers
place(3) worker(26) stopped --- 43 stopped workers
place(3) worker(19) stopped --- 43 stopped workers
place(3) worker(33) stopped --- 42 stopped workers
place(3) worker(44) stopped --- 40 stopped workers
place(3) worker(62) stopped --- 40 stopped workers
place(3) worker(22) stopped --- 40 stopped workers
place(3) worker(15) stopped --- 40 stopped workers
place(3) worker(6) stopped --- 40 stopped workers
place(3) worker(57) stopped --- 37 stopped workers
place(3) worker(54) stopped --- 36 stopped workers
place(3) worker(55) stopped --- 36 stopped workers
place(3) worker(56) stopped --- 32 stopped workers
place(3) worker(14) stopped --- 33 stopped workers
place(3) worker(17) stopped --- 29 stopped workers
place(3) worker(5) stopped --- 30 stopped workers
place(3) worker(30) stopped --- 28 stopped workers
place(3) worker(4) stopped --- 24 stopped workers
place(3) worker(23) stopped --- 23 stopped workers
place(3) worker(40) stopped --- 22 stopped workers
place(3) worker(34) stopped --- 18 stopped workers
place(3) worker(12) stopped --- 20 stopped workers
place(3) worker(59) stopped --- 20 stopped workers
place(3) worker(16) stopped --- 20 stopped workers
place(3) worker(41) stopped --- 20 stopped workers
place(3) worker(13) stopped --- 20 stopped workers
place(3) worker(20) stopped --- 20 stopped workers
place(3) worker(2) stopped --- 20 stopped workers
place(3) worker(38) stopped --- 20 stopped workers
place(3) worker(29) stopped --- 17 stopped workers
place(3) worker(64) stopped --- 14 stopped workers
place(3) worker(1) stopped --- 15 stopped workers
place(3) worker(52) stopped --- 13 stopped workers
place(3) worker(63) stopped --- 12 stopped workers
place(3) worker(35) stopped --- 12 stopped workers
place(3) worker(37) stopped --- 12 stopped workers
place(3) worker(39) stopped --- 10 stopped workers
place(3) worker(27) stopped --- 15 stopped workers
place(3) worker(21) stopped --- 15 stopped workers
place(1) worker(40) stopped --- 0 stopped workers
place(1) worker(14) stopped --- 0 stopped workers
place(1) worker(31) stopped --- 0 stopped workers
place(1) worker(20) stopped --- 0 stopped workers
place(1) worker(0) stopped --- 6 stopped workers
place(1) worker(62) stopped --- 11 stopped workers
place(1) worker(59) stopped --- 20 stopped workers
place(1) worker(5) stopped --- 6 stopped workers
place(1) worker(18) stopped --- 7 stopped workers
place(1) worker(41) stopped --- 35 stopped workers
place(1) worker(7) stopped --- 46 stopped workers
place(1) worker(30) stopped --- 55 stopped workers
place(1) worker(9) stopped --- 56 stopped workers
place(1) worker(4) stopped --- 7 stopped workers
place(1) worker(49) stopped --- 0 stopped workers
place(1) worker(56) stopped --- 1 stopped workers
place(1) worker(2) stopped --- 64 stopped workers
place(1) worker(50) stopped --- 64 stopped workers
place(1) worker(19) stopped --- 62 stopped workers
place(1) worker(33) stopped --- 61 stopped workers
place(1) worker(12) stopped --- 61 stopped workers
place(1) worker(14) stopped --- 61 stopped workers
place(1) worker(21) stopped --- 58 stopped workers
place(1) worker(16) stopped --- 58 stopped workers
place(1) worker(46) stopped --- 57 stopped workers
place(1) worker(61) stopped --- 56 stopped workers
place(1) worker(27) stopped --- 56 stopped workers
place(1) worker(39) stopped --- 56 stopped workers
place(1) worker(55) stopped --- 55 stopped workers
place(1) worker(15) stopped --- 56 stopped workers
place(1) worker(22) stopped --- 56 stopped workers
place(1) worker(0) stopped --- 56 stopped workers
place(1) worker(32) stopped --- 56 stopped workers
place(1) worker(45) stopped --- 55 stopped workers
place(1) worker(23) stopped --- 56 stopped workers
place(1) worker(44) stopped --- 54 stopped workers
place(1) worker(1) stopped --- 51 stopped workers
place(1) worker(37) stopped --- 49 stopped workers
place(1) worker(65) stopped --- 47 stopped workers
place(0) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(1) worker(53) stopped --- 45 stopped workers
place(1) worker(58) stopped --- 42 stopped workers
place(1) worker(35) stopped --- 40 stopped workers
place(1) worker(40) stopped --- 40 stopped workers
place(1) worker(63) stopped --- 40 stopped workers
place(1) worker(52) stopped --- 35 stopped workers
place(1) worker(29) stopped --- 35 stopped workers
place(1) worker(47) stopped --- 36 stopped workers
place(1) worker(28) stopped --- 35 stopped workers
place(1) worker(31) stopped --- 35 stopped workers
place(1) worker(51) stopped --- 26 stopped workers
place(1) worker(60) stopped --- 28 stopped workers
place(1) worker(42) stopped --- 26 stopped workers
place(1) worker(17) stopped --- 25 stopped workers
place(1) worker(34) stopped --- 25 stopped workers
place(1) worker(67) stopped --- 23 stopped workers
place(1) worker(54) stopped --- 23 stopped workers
place(1) worker(57) stopped --- 24 stopped workers
place(1) worker(43) stopped --- 22 stopped workers
place(1) worker(8) stopped --- 21 stopped workers
place(1) worker(24) stopped --- 21 stopped workers
place(1) worker(38) stopped --- 21 stopped workers
place(1) worker(13) stopped --- 21 stopped workers
place(1) worker(3) stopped --- 21 stopped workers
place(1) worker(6) stopped --- 16 stopped workers
place(1) worker(48) stopped --- 14 stopped workers
place(1) worker(66) stopped --- 13 stopped workers
place(1) worker(64) stopped --- 13 stopped workers
place(1) worker(10) stopped --- 8 stopped workers
place(3) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(1) worker(11) stopped --- 68 stopped workers
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) worker(26) stopped --- 67 stopped workers
place(1) worker(36) stopped --- 67 stopped workers
place(1) worker(25) stopped --- 66 stopped workers
place(1) established lifeline on place(3) for collection DistChunkedList:gid(1)
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(3) established lifeline on place(2) for collection DistChunkedList:gid(1)
place(0) established lifeline on place(2) for collection DistChunkedList:gid(1)
-DistColGlb- [place(2)] to [place(3)]: [3550000,3560000) [3580000,3590000) [3610000,3620000) [3650000,3660000) [3680000,3690000) [3710000,3720000) [3750000,3760000) [3780000,3790000) [3810000,3820000) [3850000,3860000) 
-DistColGlb- [place(2)] to [place(0)]: [3880000,3890000) [3910000,3920000) [3950000,3960000) [3980000,3990000) [4010000,4020000) [4050000,4060000) [4080000,4090000) [4110000,4120000) [4150000,4160000) [4180000,4190000) 
place(2) worker(42) stopped --- 0 stopped workers
place(2) worker(36) stopped --- 5 stopped workers
place(2) worker(45) stopped --- 3 stopped workers
place(2) worker(57) stopped --- 2 stopped workers
place(2) worker(53) stopped --- 2 stopped workers
place(2) worker(40) stopped --- 4 stopped workers
place(2) worker(55) stopped --- 17 stopped workers
place(2) worker(34) stopped --- 23 stopped workers
place(2) worker(27) stopped --- 25 stopped workers
place(2) worker(0) stopped --- 25 stopped workers
place(2) worker(49) stopped --- 2 stopped workers
place(2) worker(45) stopped --- 34 stopped workers
place(2) worker(1) stopped --- 39 stopped workers
place(2) worker(28) stopped --- 42 stopped workers
place(2) worker(46) stopped --- 45 stopped workers
place(2) worker(56) stopped --- 2 stopped workers
place(2) worker(33) stopped --- 49 stopped workers
place(2) worker(19) stopped --- 47 stopped workers
place(2) worker(17) stopped --- 46 stopped workers
place(2) worker(66) stopped --- 56 stopped workers
place(2) worker(3) stopped --- 44 stopped workers
place(2) worker(43) stopped --- 40 stopped workers
place(2) worker(7) stopped --- 42 stopped workers
place(2) worker(44) stopped --- 59 stopped workers
place(2) worker(12) stopped --- 42 stopped workers
place(2) worker(27) stopped --- 42 stopped workers
place(2) worker(15) stopped --- 42 stopped workers
place(2) worker(16) stopped --- 43 stopped workers
place(2) worker(58) stopped --- 43 stopped workers
place(2) worker(37) stopped --- 43 stopped workers
place(2) worker(9) stopped --- 43 stopped workers
place(2) worker(31) stopped --- 61 stopped workers
place(2) worker(51) stopped --- 63 stopped workers
place(2) worker(56) stopped --- 43 stopped workers
place(2) worker(4) stopped --- 41 stopped workers
place(2) worker(26) stopped --- 41 stopped workers
place(2) worker(39) stopped --- 43 stopped workers
place(2) worker(52) stopped --- 41 stopped workers
place(2) worker(38) stopped --- 27 stopped workers
place(2) worker(59) stopped --- 27 stopped workers
place(2) worker(42) stopped --- 25 stopped workers
place(2) worker(21) stopped --- 27 stopped workers
place(2) worker(57) stopped --- 27 stopped workers
place(2) worker(24) stopped --- 25 stopped workers
place(2) worker(50) stopped --- 25 stopped workers
place(2) worker(54) stopped --- 25 stopped workers
place(2) worker(47) stopped --- 25 stopped workers
place(2) worker(6) stopped --- 26 stopped workers
place(2) worker(14) stopped --- 26 stopped workers
place(2) worker(22) stopped --- 26 stopped workers
place(2) worker(49) stopped --- 26 stopped workers
place(2) worker(18) stopped --- 25 stopped workers
place(2) worker(2) stopped --- 22 stopped workers
place(2) worker(48) stopped --- 19 stopped workers
place(2) worker(63) stopped --- 17 stopped workers
place(2) worker(60) stopped --- 14 stopped workers
place(2) worker(51) stopped --- 14 stopped workers
place(2) worker(17) stopped --- 17 stopped workers
place(2) worker(41) stopped --- 16 stopped workers
place(2) worker(64) stopped --- 15 stopped workers
place(2) worker(11) stopped --- 5 stopped workers
place(2) worker(65) stopped --- 3 stopped workers
place(2) worker(12) stopped --- 0 stopped workers
place(2) worker(35) stopped --- 6 stopped workers
place(2) worker(33) stopped --- 6 stopped workers
place(2) worker(29) stopped --- 5 stopped workers
place(2) worker(19) stopped --- 5 stopped workers
place(2) worker(10) stopped --- 66 stopped workers
place(2) worker(30) stopped --- 65 stopped workers
place(2) worker(62) stopped --- 64 stopped workers
place(2) worker(67) stopped --- 63 stopped workers
place(2) worker(8) stopped --- 61 stopped workers
place(2) worker(5) stopped --- 61 stopped workers
place(2) worker(25) stopped --- 61 stopped workers
place(2) worker(36) stopped --- 58 stopped workers
place(2) worker(13) stopped --- 57 stopped workers
place(2) worker(35) stopped --- 55 stopped workers
place(2) worker(61) stopped --- 55 stopped workers
place(2) worker(65) stopped --- 53 stopped workers
place(2) worker(53) stopped --- 52 stopped workers
place(2) worker(29) stopped --- 52 stopped workers
place(2) worker(32) stopped --- 50 stopped workers
place(2) worker(20) stopped --- 66 stopped workers
place(2) worker(21) stopped --- 67 stopped workers
place(2) worker(23) stopped --- 68 stopped workers
place(2): resumed after waiting on handist.collections.glb.GlbOperation@5
place(2) established lifeline on place(3) for collection DistChunkedList:gid(1)
place(2) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(0) received 10 assignments from place(2)
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(0)] to [place(2)]: [3915500,3920000) 
-DistColGlb- [place(0)] to [place(1)]: [3950000,3960000) [3980000,3990000) [4010000,4020000) [4050000,4060000) [4080000,4090000) [4110000,4120000) [4150000,4160000) [4180000,4190000) [3885500,3890000) 
place(0) worker(25) stopped --- 66 stopped workers
place(0) worker(43) stopped --- 67 stopped workers
place(2) received 1 assignments from place(0)
place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
place(2) worker(38) stopped --- 67 stopped workers
place(2): resumed after waiting on handist.collections.glb.GlbOperation@5
place(2) worker(57) stopped --- 68 stopped workers
place(2) established lifeline on place(0) for collection DistChunkedList:gid(1)
-DistColGlb- [place(0)] to [place(2)]: [3883750,3885500) 
place(0) worker(57) stopped --- 68 stopped workers
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) established lifeline on place(2) for collection DistChunkedList:gid(1)
place(2) received 1 assignments from place(0)
place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
place(2): resumed after waiting on handist.collections.glb.GlbOperation@5
place(2) worker(45) stopped --- 68 stopped workers
place(2) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(1) received 9 assignments from place(0)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(1)] to [place(3)]: [3985500,3990000) 
-DistColGlb- [place(1)] to [place(0)]: [4010000,4020000) [4050000,4060000) [4080000,4090000) [4110000,4120000) [4150000,4160000) [4180000,4190000) [3885500,3890000) [3955500,3960000) 
place(3) received 10 assignments from place(2)
place(3): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(3)] to [place(2)]: [3585500,3590000) 
-DistColGlb- [place(3)] to [place(1)]: [3610000,3620000) [3650000,3660000) [3680000,3690000) [3710000,3720000) [3750000,3760000) [3780000,3790000) [3810000,3820000) [3850000,3860000) [3555500,3560000) 
place(1) worker(13) stopped --- 66 stopped workers
place(1) worker(59) stopped --- 67 stopped workers
place(3) worker(65) stopped --- 66 stopped workers
place(3) worker(8) stopped --- 67 stopped workers
place(3) received 1 assignments from place(1)
place(3): thread already waiting on operation handist.collections.glb.GlbOperation@5
place(2) received 1 assignments from place(3)
place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(2)] to [place(0)]: [3588250,3590000) 
place(3) worker(17) stopped --- 66 stopped workers
place(3) worker(19) stopped --- 67 stopped workers
place(2): resumed after waiting on handist.collections.glb.GlbOperation@5
place(2) worker(52) stopped --- 68 stopped workers
place(2) established lifeline on place(3) for collection DistChunkedList:gid(1)
place(0) received 1 assignments from place(2)
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
place(0) worker(30) stopped --- 68 stopped workers
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) established lifeline on place(2) for collection DistChunkedList:gid(1)
place(1) worker(67) stopped --- 67 stopped workers
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) worker(6) stopped --- 68 stopped workers
-DistColGlb- [place(3)] to [place(2)]: [3553750,3555500) 
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(3) worker(39) stopped --- 68 stopped workers
place(3): resumed after waiting on handist.collections.glb.GlbOperation@5
place(3) established lifeline on place(2) for collection DistChunkedList:gid(1)
place(2) received 1 assignments from place(3)
place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
place(2): resumed after waiting on handist.collections.glb.GlbOperation@5place(3) established lifeline on place(1) for collection DistChunkedList:gid(1)

place(2) worker(16) stopped --- 68 stopped workers
place(2) established lifeline on place(3) for collection DistChunkedList:gid(1)
place(0) received 8 assignments from place(1)
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(0)] to [place(2)]: [4080000,4090000) [4110000,4120000) [4150000,4160000) [4180000,4190000) [3885500,3890000) [3955500,3960000) [4015500,4020000) 
-DistColGlb- [place(0)] to [place(1)]: [4055500,4060000) 
place(0) worker(52) stopped --- 66 stopped workers
place(0) worker(23) stopped --- 67 stopped workers
place(1) received 1 assignments from place(0)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(1)] to [place(3)]: [4058250,4060000) 
place(1) worker(43) stopped --- 68 stopped workers
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) received 9 assignments from place(3)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(1) worker(51) stopped --- 38 stopped workers
place(1) worker(52) stopped --- 40 stopped workers
place(1) worker(20) stopped --- 45 stopped workers
place(1) worker(1) stopped --- 53 stopped workers
place(1) worker(49) stopped --- 55 stopped workers
place(1) worker(23) stopped --- 58 stopped workers
place(1) worker(37) stopped --- 63 stopped workers
place(1) worker(9) stopped --- 66 stopped workers
place(1) worker(41) stopped --- 43 stopped workers
place(1) worker(60) stopped --- 43 stopped workers
place(1) worker(42) stopped --- 38 stopped workers
place(1) worker(29) stopped --- 37 stopped workers
place(1) worker(58) stopped --- 67 stopped workers
place(1) worker(32) stopped --- 66 stopped workers
place(1) worker(14) stopped --- 66 stopped workers
place(1) worker(27) stopped --- 66 stopped workers
place(1) worker(61) stopped --- 66 stopped workers
place(1) worker(57) stopped --- 65 stopped workers
place(1) worker(17) stopped --- 67 stopped workers
place(1) worker(22) stopped --- 65 stopped workers
place(1) worker(15) stopped --- 59 stopped workers
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) worker(28) stopped --- 57 stopped workersplace(3) received 1 assignments from place(1)

place(1) worker(40) stopped --- 57 stopped workers
place(1) worker(31) stopped --- 52 stopped workersplace(3): thread waiting on operation handist.collections.glb.GlbOperation@5

place(1) worker(63) stopped --- 52 stopped workers
place(1) worker(47) stopped --- 53 stopped workers
place(1) worker(34) stopped --- 53 stopped workers
place(1) worker(62) stopped --- 50 stopped workersplace(3) worker(14) stopped --- 68 stopped workers
place(1) worker(30) stopped --- 51 stopped workers

place(3): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) worker(65) stopped --- 48 stopped workers
place(1) worker(35) stopped --- 47 stopped workers
place(1) worker(8) stopped --- 68 stopped workers
place(1) established lifeline on place(3) for collection DistChunkedList:gid(1)
place(3) established lifeline on place(1) for collection DistChunkedList:gid(1)
-DistColGlb- [place(0)] to [place(1)]: [4013750,4015500) 
place(0) worker(16) stopped --- 68 stopped workers
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(1) received 1 assignments from place(0)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) worker(67) stopped --- 68 stopped workers
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(2) received 7 assignments from place(0)
place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(2)] to [place(3)]: [4150000,4160000) [4180000,4190000) [3885500,3890000) [3955500,3960000) [4015500,4020000) [4085500,4090000) 
-DistColGlb- [place(2)] to [place(0)]: [4115500,4120000) 
place(2) worker(58) stopped --- 66 stopped workers
place(2) worker(56) stopped --- 67 stopped workers
place(0) received 1 assignments from place(2)
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(0)] to [place(1)]: [4118250,4120000) 
place(0) worker(20) stopped --- 68 stopped workers
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) established lifeline on place(2) for collection DistChunkedList:gid(1)
place(1) received 1 assignments from place(0)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
place(1) worker(18) stopped --- 68 stopped workers
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
-DistColGlb- [place(2)] to [place(0)]: [4083750,4085500) 
place(2): resumed after waiting on handist.collections.glb.GlbOperation@5
place(2) worker(48) stopped --- 68 stopped workers
place(2) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(0) received 1 assignments from place(2)
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
place(0) worker(5) stopped --- 68 stopped workers
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) established lifeline on place(2) for collection DistChunkedList:gid(1)
place(3) received 6 assignments from place(2)
place(3): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(3)] to [place(2)]: [3885500,3890000) [3955500,3960000) [4015500,4020000) [4085500,4090000) [4155500,4160000) 
-DistColGlb- [place(3)] to [place(1)]: [4185500,4190000) 
place(3) worker(6) stopped --- 66 stopped workers
place(3) worker(55) stopped --- 67 stopped workers
place(1) received 1 assignments from place(3)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(1)] to [place(3)]: [4188250,4190000) 
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) worker(43) stopped --- 68 stopped workers
place(3) worker(44) stopped --- 67 stopped workers
