Concurrent workers; 68
Granulatiry; 40
Lifeline class; handist.collections.glb.lifeline.Hypercube
Serialization; KRYO
Arguments received were [5, 10, 20, 10000, 10000000, 42]
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
place(3): thread waiting on operation handist.collections.glb.GlbOperation@5place(2): thread waiting on operation handist.collections.glb.GlbOperation@5

place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
place(0) worker(1) stopped --- 41 stopped workers
place(0) worker(44) stopped --- 40 stopped workers
place(0) worker(23) stopped --- 63 stopped workers
place(0) worker(26) stopped --- 66 stopped workers
place(0) worker(22) stopped --- 39 stopped workers
place(0) worker(60) stopped --- 36 stopped workers
place(0) worker(31) stopped --- 38 stopped workers
place(0) worker(57) stopped --- 39 stopped workers
place(0) worker(15) stopped --- 35 stopped workers
place(0) worker(66) stopped --- 35 stopped workers
place(0) worker(11) stopped --- 35 stopped workers
place(0) worker(7) stopped --- 32 stopped workers
place(0) worker(17) stopped --- 33 stopped workers
place(0) worker(67) stopped --- 31 stopped workers
place(0) worker(0) stopped --- 31 stopped workers
place(0) worker(45) stopped --- 29 stopped workers
place(0) worker(14) stopped --- 25 stopped workers
place(0) worker(59) stopped --- 25 stopped workers
place(0) worker(63) stopped --- 31 stopped workers
place(0) worker(39) stopped --- 31 stopped workers
place(0) worker(40) stopped --- 32 stopped workers
place(0) worker(34) stopped --- 32 stopped workers
place(0) worker(3) stopped --- 31 stopped workers
place(0) worker(65) stopped --- 32 stopped workers
place(0) worker(2) stopped --- 34 stopped workers
place(0) worker(32) stopped --- 34 stopped workers
place(0) worker(48) stopped --- 35 stopped workers
place(0) worker(44) stopped --- 35 stopped workers
place(0) worker(64) stopped --- 35 stopped workers
place(0) worker(20) stopped --- 35 stopped workers
place(0) worker(33) stopped --- 35 stopped workers
place(0) worker(52) stopped --- 34 stopped workers
place(0) worker(46) stopped --- 34 stopped workers
place(0) worker(12) stopped --- 34 stopped workers
place(0) worker(25) stopped --- 34 stopped workers
place(0) worker(4) stopped --- 34 stopped workers
place(0) worker(50) stopped --- 35 stopped workers
place(0) worker(28) stopped --- 35 stopped workers
place(0) worker(61) stopped --- 34 stopped workers
place(3) worker(39) stopped --- 2 stopped workers
place(0) worker(36) stopped --- 31 stopped workers
place(0) worker(35) stopped --- 30 stopped workersplace(3) worker(19) stopped --- 2 stopped workers

place(0) worker(22) stopped --- 30 stopped workers
place(0) worker(30) stopped --- 22 stopped workersplace(3) worker(14) stopped --- 2 stopped workers
place(0) worker(6) stopped --- 16 stopped workers
place(0) worker(55) stopped --- 27 stopped workers

place(3) worker(1) stopped --- 0 stopped workers
place(0) worker(24) stopped --- 7 stopped workers
place(0) worker(49) stopped --- 11 stopped workers
place(3) worker(65) stopped --- 4 stopped workersplace(0) worker(29) stopped --- 8 stopped workers
place(0) worker(9) stopped --- 4 stopped workers

place(0) worker(19) stopped --- 5 stopped workers
place(3) worker(12) stopped --- 4 stopped workers
place(0) worker(18) stopped --- 5 stopped workers
place(0) worker(58) stopped --- 6 stopped workers
place(3) worker(20) stopped --- 3 stopped workersplace(0) worker(53) stopped --- 5 stopped workers

place(0) worker(56) stopped --- 6 stopped workers
place(0) worker(54) stopped --- 6 stopped workers
place(0) worker(38) stopped --- 2 stopped workers
place(0) worker(17) stopped --- 68 stopped workers
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) worker(56) stopped --- 67 stopped workers
place(0) worker(38) stopped --- 67 stopped workers
place(0) worker(41) stopped --- 66 stopped workers
place(0) worker(46) stopped --- 63 stopped workers
place(0) worker(55) stopped --- 63 stopped workers
place(0) worker(18) stopped --- 64 stopped workers
place(0) worker(48) stopped --- 61 stopped workers
place(0) worker(51) stopped --- 62 stopped workers
place(0) worker(31) stopped --- 59 stopped workers
place(0) worker(44) stopped --- 59 stopped workers
place(0) worker(63) stopped --- 58 stopped workersplace(3) worker(53) stopped --- 0 stopped workers
place(0) worker(43) stopped --- 57 stopped workers
place(0) worker(6) stopped --- 55 stopped workers
place(0) worker(29) stopped --- 54 stopped workers

place(3) worker(26) stopped --- 0 stopped workers
place(3) worker(12) stopped --- 0 stopped workers
place(3) worker(55) stopped --- 0 stopped workersplace(0) worker(1) stopped --- 53 stopped workers

place(0) worker(8) stopped --- 56 stopped workers
place(0) worker(60) stopped --- 55 stopped workers
place(0) worker(33) stopped --- 55 stopped workers
place(0) worker(32) stopped --- 57 stopped workers
place(0) worker(66) stopped --- 55 stopped workers
place(0) worker(62) stopped --- 53 stopped workersplace(3) worker(13) stopped --- 0 stopped workers
place(0) worker(36) stopped --- 53 stopped workers
place(0) worker(54) stopped --- 52 stopped workers

place(3) worker(48) stopped --- 0 stopped workers
place(3) worker(14) stopped --- 0 stopped workers
place(3) worker(12) stopped --- 6 stopped workers
place(3) worker(65) stopped --- 25 stopped workers
place(3) worker(45) stopped --- 22 stopped workers
place(3) worker(44) stopped --- 0 stopped workers
place(3) worker(8) stopped --- 0 stopped workers
place(3) worker(41) stopped --- 6 stopped workers
place(3) worker(59) stopped --- 0 stopped workers
place(3) worker(52) stopped --- 0 stopped workers
place(3) worker(3) stopped --- 9 stopped workers
place(3) worker(14) stopped --- 14 stopped workers
place(3) worker(33) stopped --- 14 stopped workers
place(3) worker(29) stopped --- 20 stopped workers
place(3) worker(47) stopped --- 10 stopped workers
place(3) worker(57) stopped --- 20 stopped workers
place(3) worker(16) stopped --- 20 stopped workers
place(3) worker(67) stopped --- 7 stopped workers
place(3) worker(38) stopped --- 9 stopped workers
place(3) worker(11) stopped --- 20 stopped workers
place(3) worker(39) stopped --- 20 stopped workers
place(3) worker(28) stopped --- 20 stopped workers
place(3) worker(20) stopped --- 20 stopped workers
place(3) worker(6) stopped --- 22 stopped workers
place(3) worker(58) stopped --- 23 stopped workers
place(3) worker(19) stopped --- 23 stopped workers
place(3) worker(13) stopped --- 23 stopped workers
place(3) worker(44) stopped --- 22 stopped workers
place(3) worker(60) stopped --- 24 stopped workers
place(3) worker(46) stopped --- 21 stopped workers
place(3) worker(39) stopped --- 20 stopped workers
place(3) worker(13) stopped --- 20 stopped workers
place(3) worker(1) stopped --- 25 stopped workers
place(3) worker(64) stopped --- 25 stopped workers
place(3) worker(64) stopped --- 14 stopped workers
place(3) worker(27) stopped --- 24 stopped workers
place(3) worker(24) stopped --- 24 stopped workers
place(3) worker(0) stopped --- 12 stopped workers
place(3) worker(30) stopped --- 17 stopped workers
place(3) worker(67) stopped --- 18 stopped workers
place(3) worker(53) stopped --- 12 stopped workers
place(3) worker(42) stopped --- 7 stopped workers
place(3) worker(5) stopped --- 0 stopped workers
place(3) worker(39) stopped --- 0 stopped workers
place(3) worker(61) stopped --- 0 stopped workers
place(3) worker(12) stopped --- 18 stopped workers
place(3) worker(17) stopped --- 0 stopped workers
place(3) worker(54) stopped --- 0 stopped workers
place(3) worker(7) stopped --- 1 stopped workers
place(3) worker(4) stopped --- 1 stopped workers
place(3) worker(46) stopped --- 20 stopped workers
place(3) worker(36) stopped --- 21 stopped workers
place(3) worker(20) stopped --- 21 stopped workers
place(3) worker(12) stopped --- 19 stopped workers
place(3) worker(57) stopped --- 20 stopped workers
place(3) worker(34) stopped --- 20 stopped workers
place(3) worker(60) stopped --- 18 stopped workers
place(3) worker(47) stopped --- 18 stopped workers
place(3) worker(10) stopped --- 17 stopped workers
place(3) worker(52) stopped --- 16 stopped workers
place(3) worker(51) stopped --- 15 stopped workers
place(3) worker(20) stopped --- 22 stopped workers
place(3) worker(17) stopped --- 14 stopped workers
place(3) worker(38) stopped --- 14 stopped workers
place(3) worker(40) stopped --- 15 stopped workers
place(3) worker(23) stopped --- 14 stopped workers
place(3) worker(62) stopped --- 27 stopped workers
place(3) worker(21) stopped --- 28 stopped workers
place(3) worker(15) stopped --- 29 stopped workers
place(3) worker(25) stopped --- 14 stopped workers
place(3) worker(16) stopped --- 12 stopped workers
place(3) worker(52) stopped --- 21 stopped workers
place(3) worker(17) stopped --- 20 stopped workers
place(3) worker(39) stopped --- 30 stopped workers
place(3) worker(46) stopped --- 33 stopped workers
place(3) worker(51) stopped --- 19 stopped workers
place(3) worker(0) stopped --- 19 stopped workers
place(3) worker(21) stopped --- 19 stopped workers
place(3) worker(10) stopped --- 16 stopped workers
place(3) worker(41) stopped --- 18 stopped workers
place(3) worker(58) stopped --- 17 stopped workers
place(3) worker(6) stopped --- 31 stopped workers
place(3) worker(61) stopped --- 17 stopped workers
place(3) worker(34) stopped --- 16 stopped workers
place(3) worker(27) stopped --- 15 stopped workers
place(3) worker(56) stopped --- 15 stopped workers
place(3) worker(40) stopped --- 16 stopped workers
place(3) worker(67) stopped --- 16 stopped workers
place(3) worker(0) stopped --- 14 stopped workers
place(3) worker(26) stopped --- 32 stopped workers
place(3) worker(23) stopped --- 14 stopped workers
place(3) worker(31) stopped --- 10 stopped workers
place(3) worker(30) stopped --- 10 stopped workers
place(3) worker(46) stopped --- 11 stopped workers
place(3) worker(9) stopped --- 10 stopped workers
place(3) worker(25) stopped --- 10 stopped workers
place(3) worker(62) stopped --- 39 stopped workers
place(3) worker(15) stopped --- 10 stopped workers
place(3) worker(38) stopped --- 39 stopped workers
place(3) worker(49) stopped --- 10 stopped workers
place(3) worker(14) stopped --- 9 stopped workers
place(3) worker(5) stopped --- 40 stopped workers
place(3) worker(23) stopped --- 9 stopped workers
place(3) worker(32) stopped --- 4 stopped workers
place(3) worker(51) stopped --- 2 stopped workers
place(3) worker(21) stopped --- 4 stopped workers
place(3) worker(16) stopped --- 6 stopped workers
place(3) worker(63) stopped --- 10 stopped workers
place(3) worker(35) stopped --- 11 stopped workers
place(3) worker(41) stopped --- 13 stopped workers
place(3) worker(66) stopped --- 13 stopped workers
place(3) worker(61) stopped --- 13 stopped workers
place(3) worker(55) stopped --- 51 stopped workers
place(3) worker(58) stopped --- 13 stopped workers
place(3) worker(7) stopped --- 48 stopped workers
place(3) worker(18) stopped --- 13 stopped workers
place(3) worker(50) stopped --- 14 stopped workers
place(3) worker(62) stopped --- 14 stopped workers
place(3) worker(56) stopped --- 14 stopped workers
place(3) worker(10) stopped --- 14 stopped workers
place(3) worker(26) stopped --- 10 stopped workers
place(3) worker(2) stopped --- 51 stopped workers
place(3) worker(64) stopped --- 51 stopped workers
place(3) worker(37) stopped --- 9 stopped workers
place(3) worker(2) stopped --- 9 stopped workers
place(3) worker(22) stopped --- 7 stopped workersplace(0) established lifeline on place(2) for collection DistChunkedList:gid(1)
-DistColGlb- [place(2)] to [place(0)]: [8580000,8590000) [8620000,8630000) [8660000,8670000) [8700000,8710000) [8740000,8750000) [8780000,8790000) [8820000,8830000) [8860000,8870000) [8900000,8910000) [8940000,8950000) 

place(3) worker(34) stopped --- 1 stopped workers
place(3) worker(46) stopped --- 0 stopped workers
place(3) worker(30) stopped --- 57 stopped workers
place(3) worker(19) stopped --- 0 stopped workers
place(3) worker(5) stopped --- 0 stopped workers
place(3) worker(35) stopped --- 56 stopped workers
place(3) worker(27) stopped --- 60 stopped workers
place(3) worker(44) stopped --- 59 stopped workers
place(3) worker(1) stopped --- 0 stopped workers
place(3) worker(25) stopped --- 0 stopped workers
place(3) worker(43) stopped --- 0 stopped workers
place(3) worker(36) stopped --- 0 stopped workers
place(3) worker(56) stopped --- 61 stopped workers
place(3) worker(28) stopped --- 59 stopped workers
place(3) worker(48) stopped --- 60 stopped workers
place(3) worker(54) stopped --- 61 stopped workers
place(3) worker(22) stopped --- 60 stopped workers
place(3) worker(49) stopped --- 66 stopped workers
place(3) worker(25) stopped --- 60 stopped workers
place(3) worker(24) stopped --- 58 stopped workers
place(3) worker(21) stopped --- 58 stopped workers
place(3) worker(41) stopped --- 56 stopped workers
place(3) worker(37) stopped --- 55 stopped workers
place(3) worker(58) stopped --- 54 stopped workers
place(3) worker(61) stopped --- 52 stopped workers
place(3) worker(34) stopped --- 53 stopped workers
place(3) worker(5) stopped --- 52 stopped workers
place(3) worker(19) stopped --- 52 stopped workers
place(3) worker(15) stopped --- 51 stopped workers
place(3) worker(66) stopped --- 50 stopped workers
place(3) worker(29) stopped --- 49 stopped workers
place(3) worker(62) stopped --- 48 stopped workers
place(3) worker(1) stopped --- 48 stopped workers
place(3) worker(10) stopped --- 48 stopped workers
place(3) worker(36) stopped --- 50 stopped workers
place(3) worker(31) stopped --- 50 stopped workers
place(3) worker(60) stopped --- 49 stopped workers
place(3) worker(49) stopped --- 48 stopped workers
place(3) worker(18) stopped --- 47 stopped workers
place(3) worker(22) stopped --- 46 stopped workers
place(3) worker(33) stopped --- 46 stopped workers
place(3) worker(67) stopped --- 44 stopped workers
place(3) worker(8) stopped --- 42 stopped workers
place(3) worker(21) stopped --- 43 stopped workers
place(3) worker(50) stopped --- 41 stopped workers
place(3) worker(35) stopped --- 43 stopped workers
place(3) worker(6) stopped --- 42 stopped workers
place(3) worker(53) stopped --- 41 stopped workers
place(3) worker(64) stopped --- 39 stopped workers
place(3) worker(4) stopped --- 39 stopped workers
place(3) worker(52) stopped --- 40 stopped workers
place(3) worker(29) stopped --- 38 stopped workers
place(3) worker(63) stopped --- 38 stopped workers
place(3) worker(47) stopped --- 37 stopped workers
place(3) worker(12) stopped --- 37 stopped workers
place(3) worker(10) stopped --- 36 stopped workers
place(3) worker(46) stopped --- 35 stopped workers
place(3) worker(31) stopped --- 34 stopped workers
place(3) worker(56) stopped --- 34 stopped workers
place(3) worker(42) stopped --- 33 stopped workers
place(3) worker(54) stopped --- 32 stopped workers
place(3) worker(0) stopped --- 32 stopped workers
place(3) worker(14) stopped --- 29 stopped workers
place(3) worker(11) stopped --- 34 stopped workers
place(3) worker(34) stopped --- 33 stopped workers
place(3) worker(35) stopped --- 32 stopped workers
place(3) worker(51) stopped --- 30 stopped workers
place(3) worker(57) stopped --- 30 stopped workers
place(3) worker(38) stopped --- 27 stopped workers
place(3) worker(66) stopped --- 29 stopped workers
place(3) worker(1) stopped --- 27 stopped workers
place(3) worker(10) stopped --- 34 stopped workers
place(3) worker(67) stopped --- 33 stopped workers
place(3) worker(32) stopped --- 33 stopped workers
place(3) worker(8) stopped --- 29 stopped workers
place(3) worker(14) stopped --- 29 stopped workers
place(3) worker(5) stopped --- 30 stopped workers
place(3) worker(6) stopped --- 28 stopped workers
place(3) worker(19) stopped --- 27 stopped workers
place(3) worker(31) stopped --- 26 stopped workers
place(3) worker(51) stopped --- 25 stopped workers
place(3) worker(43) stopped --- 25 stopped workers
place(3) worker(26) stopped --- 24 stopped workers
place(3) worker(38) stopped --- 22 stopped workers
place(3) worker(0) stopped --- 23 stopped workers
place(3) worker(16) stopped --- 20 stopped workers
place(3) worker(46) stopped --- 20 stopped workers
place(3) worker(3) stopped --- 18 stopped workers
place(3) worker(36) stopped --- 18 stopped workers
place(3) worker(40) stopped --- 17 stopped workers
place(3) worker(23) stopped --- 16 stopped workers
place(3) worker(17) stopped --- 16 stopped workers
place(3) worker(5) stopped --- 16 stopped workers
place(3) worker(56) stopped --- 19 stopped workers
place(3) worker(25) stopped --- 19 stopped workers
place(3) worker(18) stopped --- 20 stopped workers
place(3) worker(24) stopped --- 20 stopped workers
place(3): resumed after waiting on handist.collections.glb.GlbOperation@5
place(3) worker(31) stopped --- 68 stopped workers
place(3) worker(63) stopped --- 67 stopped workers
place(3) worker(36) stopped --- 67 stopped workers
place(3) worker(9) stopped --- 64 stopped workers
place(3) worker(45) stopped --- 64 stopped workers
place(3) worker(16) stopped --- 63 stopped workers
place(3) worker(59) stopped --- 62 stopped workers
place(3) worker(65) stopped --- 61 stopped workers
place(0) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(1) worker(64) stopped --- 4 stopped workers
place(1) worker(13) stopped --- 6 stopped workers
place(1) worker(45) stopped --- 4 stopped workers
place(1) worker(47) stopped --- 3 stopped workers
place(1) worker(35) stopped --- 3 stopped workers
place(1) worker(18) stopped --- 4 stopped workers
place(1) worker(49) stopped --- 4 stopped workers
-DistColGlb- [place(1)] to [place(0)]: [3230000,3240000) [3270000,3280000) [3310000,3320000) [3350000,3360000) [3390000,3400000) [3430000,3440000) [3470000,3480000) [3510000,3520000) [3550000,3560000) [3590000,3600000) 
place(1) worker(38) stopped --- 0 stopped workers
place(3) established lifeline on place(1) for collection DistChunkedList:gid(1)
-DistColGlb- [place(1)] to [place(3)]: [9078420,9080000) [9919150,9920000) [9118220,9120000) [9115840,9115960) [9358530,9360000) [9718000,9720000) [8719450,8720000) [9954550,9955340) [9994250,9995340) [9875310,9875460) 
place(1) worker(62) stopped --- 0 stopped workers
place(1) worker(33) stopped --- 0 stopped workers
place(1) worker(42) stopped --- 0 stopped workers
place(1) worker(13) stopped --- 0 stopped workers
place(1) worker(19) stopped --- 0 stopped workers
place(1) worker(18) stopped --- 0 stopped workers
place(1) worker(35) stopped --- 4 stopped workers
place(1) worker(39) stopped --- 1 stopped workers
place(1) worker(54) stopped --- 5 stopped workers
place(1) worker(5) stopped --- 1 stopped workers
place(1) worker(34) stopped --- 0 stopped workers
place(1) worker(6) stopped --- 0 stopped workers
place(1) worker(15) stopped --- 4 stopped workers
place(1) worker(12) stopped --- 7 stopped workers
place(1) worker(30) stopped --- 5 stopped workers
place(1) worker(53) stopped --- 5 stopped workers
place(1) worker(35) stopped --- 39 stopped workers
place(1) worker(49) stopped --- 3 stopped workers
place(1) worker(33) stopped --- 3 stopped workers
place(1) worker(34) stopped --- 2 stopped workers
place(1) worker(33) stopped --- 44 stopped workers
place(1) worker(11) stopped --- 0 stopped workers
place(1) worker(8) stopped --- 2 stopped workers
place(1) worker(32) stopped --- 43 stopped workers
place(1) worker(24) stopped --- 4 stopped workers
place(1) worker(27) stopped --- 4 stopped workers
place(1) worker(50) stopped --- 5 stopped workers
place(1) worker(30) stopped --- 7 stopped workers
place(1) worker(60) stopped --- 8 stopped workers
place(1) worker(26) stopped --- 51 stopped workers
place(1) worker(16) stopped --- 8 stopped workers
place(1) worker(48) stopped --- 2 stopped workers
place(1) worker(10) stopped --- 4 stopped workers
place(1) worker(53) stopped --- 55 stopped workers
place(1) worker(56) stopped --- 3 stopped workers
place(1) worker(19) stopped --- 9 stopped workers
place(1) worker(63) stopped --- 9 stopped workers
place(1) worker(1) stopped --- 10 stopped workers
place(1) worker(20) stopped --- 10 stopped workers
place(1) worker(36) stopped --- 8 stopped workers
place(1) worker(44) stopped --- 8 stopped workers
place(1) worker(23) stopped --- 7 stopped workers
place(1) worker(2) stopped --- 4 stopped workers
place(1) worker(17) stopped --- 4 stopped workers
place(1) worker(29) stopped --- 63 stopped workers
place(1) worker(19) stopped --- 63 stopped workers
place(1) worker(63) stopped --- 61 stopped workers
place(1) worker(2) stopped --- 64 stopped workers
place(1) worker(52) stopped --- 60 stopped workers
place(1) worker(27) stopped --- 59 stopped workers
place(1) worker(13) stopped --- 59 stopped workers
place(1) worker(12) stopped --- 57 stopped workers
place(1) worker(24) stopped --- 57 stopped workers
place(1) worker(16) stopped --- 57 stopped workers
place(1) worker(37) stopped --- 57 stopped workers
place(1) worker(23) stopped --- 55 stopped workers
place(1) worker(9) stopped --- 56 stopped workers
place(1) worker(54) stopped --- 55 stopped workers
place(1) worker(60) stopped --- 55 stopped workers
place(1) worker(67) stopped --- 54 stopped workers
place(1) worker(38) stopped --- 55 stopped workers
place(1) worker(56) stopped --- 51 stopped workers
place(1) worker(17) stopped --- 49 stopped workers
place(1) worker(59) stopped --- 49 stopped workers
place(1) worker(51) stopped --- 48 stopped workers
place(1) worker(1) stopped --- 49 stopped workers
place(1) worker(44) stopped --- 47 stopped workers
place(1) worker(43) stopped --- 46 stopped workers
place(1) worker(11) stopped --- 44 stopped workers
place(1) worker(0) stopped --- 45 stopped workers
place(1) worker(41) stopped --- 41 stopped workers
place(1) worker(57) stopped --- 41 stopped workers
place(1) worker(47) stopped --- 42 stopped workers
place(1) worker(25) stopped --- 42 stopped workers
place(1) worker(7) stopped --- 44 stopped workers
place(1) worker(45) stopped --- 44 stopped workers
place(1) worker(21) stopped --- 42 stopped workers
place(2) worker(58) stopped --- 5 stopped workers
place(1) worker(3) stopped --- 40 stopped workers
place(1) worker(64) stopped --- 40 stopped workers
place(2) worker(14) stopped --- 5 stopped workersplace(1) worker(22) stopped --- 40 stopped workers

place(1) worker(40) stopped --- 40 stopped workers
place(1) worker(55) stopped --- 38 stopped workers
place(1) worker(37) stopped --- 39 stopped workers
place(1) worker(29) stopped --- 39 stopped workers
place(1) worker(61) stopped --- 39 stopped workers
place(1) worker(23) stopped --- 39 stopped workers
place(1) worker(66) stopped --- 39 stopped workers
place(1) worker(65) stopped --- 39 stopped workers
place(1) worker(5) stopped --- 39 stopped workers
place(1) worker(62) stopped --- 34 stopped workers
place(1) worker(26) stopped --- 27 stopped workers
place(1) worker(51) stopped --- 27 stopped workers
place(1) worker(42) stopped --- 27 stopped workers
place(1) worker(0) stopped --- 26 stopped workers
place(1) worker(38) stopped --- 26 stopped workers
place(1) worker(14) stopped --- 24 stopped workers
place(1) worker(52) stopped --- 16 stopped workers
place(1) worker(9) stopped --- 21 stopped workers
place(1) worker(4) stopped --- 11 stopped workers
place(1) worker(41) stopped --- 17 stopped workers
place(1) worker(67) stopped --- 21 stopped workers
place(1) worker(6) stopped --- 17 stopped workers
place(1) worker(48) stopped --- 16 stopped workers
place(1) worker(58) stopped --- 16 stopped workers
place(1) worker(28) stopped --- 17 stopped workers
place(1) worker(20) stopped --- 17 stopped workers
place(2) worker(56) stopped --- 5 stopped workersplace(1) worker(49) stopped --- 20 stopped workers
place(1) worker(7) stopped --- 10 stopped workers

place(2) worker(35) stopped --- 5 stopped workers
place(1) worker(45) stopped --- 0 stopped workersplace(2) worker(59) stopped --- 3 stopped workers
place(1) worker(61) stopped --- 7 stopped workers

place(2) worker(31) stopped --- 3 stopped workersplace(1) worker(17) stopped --- 5 stopped workers
place(1) worker(25) stopped --- 6 stopped workers

place(1) worker(39) stopped --- 4 stopped workers
place(1) worker(48) stopped --- 66 stopped workers
place(1) worker(39) stopped --- 64 stopped workers
place(1) worker(18) stopped --- 64 stopped workers
place(3) established lifeline on place(2) for collection DistChunkedList:gid(1)
-DistColGlb- [place(2)] to [place(3)]: [4868480,4870000) [9346120,9350000) [2589760,2590000) [8347800,8350000) [4749640,4750000) [9705680,9710000) [3306880,3310000) [269080,270000) [5226940,5230000) [8269580,8270000) 
place(2) worker(10) stopped --- 0 stopped workers
place(2) worker(49) stopped --- 0 stopped workers
place(2) worker(11) stopped --- 0 stopped workers
place(2) worker(27) stopped --- 0 stopped workers
place(2) worker(20) stopped --- 1 stopped workers
place(2) worker(10) stopped --- 0 stopped workers
place(2) worker(10) stopped --- 0 stopped workers
place(2) worker(11) stopped --- 7 stopped workers
place(2) worker(20) stopped --- 2 stopped workers
place(2) worker(14) stopped --- 0 stopped workers
place(2) worker(47) stopped --- 0 stopped workers
place(2) worker(11) stopped --- 3 stopped workers
place(2) worker(35) stopped --- 2 stopped workers
place(2) worker(59) stopped --- 23 stopped workers
place(2) worker(43) stopped --- 3 stopped workers
place(2) worker(31) stopped --- 35 stopped workers
place(2) worker(38) stopped --- 37 stopped workers
place(2) worker(24) stopped --- 42 stopped workers
place(2) worker(5) stopped --- 0 stopped workers
place(2) worker(18) stopped --- 47 stopped workers
place(2) worker(11) stopped --- 48 stopped workers
place(2) worker(43) stopped --- 45 stopped workers
place(2) worker(21) stopped --- 43 stopped workers
place(2) worker(63) stopped --- 42 stopped workers
place(2) worker(42) stopped --- 49 stopped workers
place(2) worker(59) stopped --- 41 stopped workers
place(2) worker(14) stopped --- 55 stopped workers
place(2) worker(36) stopped --- 42 stopped workers
place(2) worker(67) stopped --- 56 stopped workers
place(2) worker(0) stopped --- 60 stopped workers
place(2) worker(58) stopped --- 41 stopped workers
place(2) worker(33) stopped --- 62 stopped workers
place(2) worker(49) stopped --- 42 stopped workers
place(2) worker(10) stopped --- 64 stopped workers
place(2) worker(44) stopped --- 39 stopped workers
place(2) worker(15) stopped --- 37 stopped workers
place(2) worker(35) stopped --- 37 stopped workers
place(2) worker(56) stopped --- 37 stopped workers
place(2) worker(41) stopped --- 36 stopped workers
place(2) worker(40) stopped --- 24 stopped workers
place(2) worker(3) stopped --- 23 stopped workers
place(2) worker(45) stopped --- 26 stopped workers
place(2) worker(7) stopped --- 28 stopped workers
place(2) worker(29) stopped --- 25 stopped workers
place(2) worker(2) stopped --- 26 stopped workers
place(2) worker(55) stopped --- 25 stopped workers
place(2) worker(4) stopped --- 25 stopped workers
place(2) worker(9) stopped --- 26 stopped workers
place(2) worker(23) stopped --- 26 stopped workers
place(2) worker(65) stopped --- 26 stopped workers
place(2) worker(51) stopped --- 26 stopped workers
place(2) worker(32) stopped --- 25 stopped workers
place(2) worker(39) stopped --- 26 stopped workers
place(2) worker(28) stopped --- 26 stopped workers
place(2) worker(60) stopped --- 26 stopped workers
place(2) worker(16) stopped --- 26 stopped workers
