Concurrent workers; 68
Granulatiry; 2000
Lifeline class; handist.collections.glb.lifeline.Hypercube
Serialization; KRYO
Arguments received were [5, 10, 20, 10000, 10000000, 42]
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5place(3): thread waiting on operation handist.collections.glb.GlbOperation@5

place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
place(0) worker(5) stopped --- 47 stopped workers
place(0) worker(17) stopped --- 47 stopped workers
place(0) worker(1) stopped --- 47 stopped workers
place(0) worker(48) stopped --- 46 stopped workers
place(0) worker(43) stopped --- 46 stopped workers
place(0) worker(34) stopped --- 46 stopped workers
place(0) worker(51) stopped --- 48 stopped workers
place(0) worker(52) stopped --- 47 stopped workers
place(0) worker(60) stopped --- 47 stopped workers
place(0) worker(16) stopped --- 48 stopped workers
place(0) worker(47) stopped --- 48 stopped workers
place(0) worker(40) stopped --- 38 stopped workers
place(0) worker(12) stopped --- 38 stopped workers
place(0) worker(29) stopped --- 38 stopped workers
place(0) worker(32) stopped --- 39 stopped workers
place(0) worker(21) stopped --- 38 stopped workers
place(0) worker(58) stopped --- 33 stopped workers
place(0) worker(10) stopped --- 33 stopped workers
place(0) worker(50) stopped --- 33 stopped workers
place(0) worker(8) stopped --- 30 stopped workers
place(0) worker(45) stopped --- 32 stopped workers
place(0) worker(0) stopped --- 27 stopped workers
place(0) worker(11) stopped --- 27 stopped workers
place(0) worker(36) stopped --- 27 stopped workers
place(0) worker(23) stopped --- 27 stopped workers
place(0) worker(31) stopped --- 27 stopped workers
place(0) worker(9) stopped --- 27 stopped workers
place(0) worker(63) stopped --- 27 stopped workers
place(0) worker(2) stopped --- 27 stopped workers
place(0) worker(35) stopped --- 28 stopped workers
place(0) worker(53) stopped --- 27 stopped workers
place(0) worker(67) stopped --- 28 stopped workers
place(0) worker(19) stopped --- 29 stopped workers
place(0) worker(4) stopped --- 28 stopped workers
place(0) worker(59) stopped --- 29 stopped workers
place(0) worker(56) stopped --- 29 stopped workers
place(0) worker(47) stopped --- 29 stopped workers
place(0) worker(24) stopped --- 28 stopped workers
place(0) worker(44) stopped --- 29 stopped workers
place(0) worker(66) stopped --- 13 stopped workers
place(0) worker(7) stopped --- 8 stopped workers
place(0) worker(38) stopped --- 4 stopped workers
place(0) worker(33) stopped --- 4 stopped workers
place(0) worker(41) stopped --- 3 stopped workers
place(0) worker(26) stopped --- 4 stopped workers
place(0) worker(21) stopped --- 3 stopped workers
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) worker(49) stopped --- 67 stopped workers
place(3) worker(15) stopped --- 0 stopped workers
place(3) worker(42) stopped --- 1 stopped workers
place(3) worker(35) stopped --- 5 stopped workers
place(3) worker(17) stopped --- 1 stopped workers
place(3) worker(67) stopped --- 15 stopped workers
place(3) worker(8) stopped --- 1 stopped workers
place(3) worker(25) stopped --- 16 stopped workers
place(3) worker(12) stopped --- 18 stopped workers
place(3) worker(27) stopped --- 17 stopped workers
place(3) worker(60) stopped --- 17 stopped workers
place(3) worker(32) stopped --- 17 stopped workers
place(3) worker(65) stopped --- 17 stopped workers
place(3) worker(50) stopped --- 17 stopped workers
place(3) worker(6) stopped --- 16 stopped workers
place(3) worker(59) stopped --- 16 stopped workers
place(3) worker(4) stopped --- 15 stopped workers
place(3) worker(62) stopped --- 14 stopped workers
place(3) worker(67) stopped --- 34 stopped workers
place(3) worker(46) stopped --- 12 stopped workers
place(3) worker(53) stopped --- 5 stopped workers
place(3) worker(1) stopped --- 35 stopped workers
place(3) worker(17) stopped --- 34 stopped workers
place(3) worker(13) stopped --- 34 stopped workers
place(3) worker(38) stopped --- 31 stopped workers
place(3) worker(10) stopped --- 30 stopped workers
place(3) worker(64) stopped --- 34 stopped workers
place(3) worker(47) stopped --- 46 stopped workers
place(3) worker(14) stopped --- 48 stopped workers
place(3) worker(32) stopped --- 52 stopped workers
place(3) worker(58) stopped --- 55 stopped workers
place(3) worker(24) stopped --- 61 stopped workers
place(3) worker(43) stopped --- 65 stopped workers
place(3) worker(37) stopped --- 30 stopped workers
place(3) worker(16) stopped --- 30 stopped workers
place(3) worker(65) stopped --- 31 stopped workers
place(3) worker(40) stopped --- 31 stopped workers
place(3) worker(56) stopped --- 67 stopped workers
place(3) worker(35) stopped --- 28 stopped workers
place(3) worker(11) stopped --- 68 stopped workers
place(3) worker(23) stopped --- 28 stopped workers
place(3) worker(63) stopped --- 28 stopped workers
place(3) worker(45) stopped --- 28 stopped workers
place(3) worker(2) stopped --- 27 stopped workers
place(3) worker(54) stopped --- 23 stopped workers
place(3) worker(59) stopped --- 20 stopped workers
place(3) worker(21) stopped --- 18 stopped workers
place(3) worker(66) stopped --- 18 stopped workers
place(3) worker(62) stopped --- 18 stopped workers
place(3) worker(44) stopped --- 18 stopped workers
place(3) worker(18) stopped --- 18 stopped workers
place(3) worker(22) stopped --- 15 stopped workers
place(3) worker(34) stopped --- 19 stopped workers
place(3) worker(7) stopped --- 67 stopped workers
place(3): resumed after waiting on handist.collections.glb.GlbOperation@5
place(3) worker(55) stopped --- 65 stopped workers
place(3) worker(54) stopped --- 62 stopped workers
place(3) worker(49) stopped --- 63 stopped workers
place(3) worker(6) stopped --- 61 stopped workers
place(3) worker(42) stopped --- 61 stopped workers
place(3) worker(62) stopped --- 60 stopped workers
place(3) worker(59) stopped --- 60 stopped workers
place(3) worker(3) stopped --- 58 stopped workers
place(3) worker(66) stopped --- 56 stopped workers
place(3) worker(46) stopped --- 53 stopped workers
place(3) worker(12) stopped --- 52 stopped workers
place(3) worker(34) stopped --- 53 stopped workers
place(3) worker(57) stopped --- 49 stopped workers
place(3) worker(28) stopped --- 49 stopped workers
place(3) worker(0) stopped --- 49 stopped workers
place(3) worker(5) stopped --- 49 stopped workers
place(3) worker(20) stopped --- 49 stopped workers
place(3) worker(19) stopped --- 49 stopped workers
place(3) worker(52) stopped --- 44 stopped workers
place(3) worker(61) stopped --- 45 stopped workers
place(3) worker(9) stopped --- 44 stopped workers
place(3) worker(50) stopped --- 44 stopped workers
place(3) worker(41) stopped --- 45 stopped workers
place(3) worker(30) stopped --- 45 stopped workers
place(3) worker(26) stopped --- 45 stopped workers
place(3) worker(33) stopped --- 44 stopped workers
place(3) worker(31) stopped --- 46 stopped workers
place(3) worker(36) stopped --- 44 stopped workers
place(3) worker(48) stopped --- 39 stopped workers
place(3) worker(51) stopped --- 39 stopped workers
place(3) worker(39) stopped --- 39 stopped workers
place(3) worker(29) stopped --- 38 stopped workers
place(3) established lifeline on place(1) for collection DistChunkedList:gid(1)
-DistColGlb- [place(1)] to [place(3)]: [4180000,4190000) [4220000,4230000) [4260000,4270000) [4300000,4310000) [4340000,4350000) [4380000,4390000) [4420000,4430000) [4460000,4470000) [4500000,4510000) [4540000,4550000) 
place(0) established lifeline on place(1) for collection DistChunkedList:gid(1)
-DistColGlb- [place(1)] to [place(0)]: [5420000,5430000) [5460000,5470000) [5500000,5510000) [5540000,5550000) [5580000,5590000) [5620000,5630000) [5660000,5670000) [5700000,5710000) [5740000,5750000) [5780000,5790000) 
place(1) worker(46) stopped --- 0 stopped workers
place(1) worker(26) stopped --- 2 stopped workers
place(1) worker(23) stopped --- 0 stopped workers
place(1) worker(11) stopped --- 0 stopped workers
place(1) worker(29) stopped --- 7 stopped workers
place(1) worker(35) stopped --- 13 stopped workers
place(1) worker(40) stopped --- 12 stopped workers
place(1) worker(22) stopped --- 19 stopped workers
place(1) worker(67) stopped --- 26 stopped workers
place(1) worker(31) stopped --- 29 stopped workers
place(1) worker(27) stopped --- 7 stopped workers
place(1) worker(13) stopped --- 31 stopped workers
place(1) worker(0) stopped --- 6 stopped workers
place(1) worker(56) stopped --- 6 stopped workers
place(1) worker(50) stopped --- 45 stopped workers
place(1) worker(58) stopped --- 6 stopped workers
place(1) worker(45) stopped --- 7 stopped workers
place(1) worker(55) stopped --- 54 stopped workers
place(1) worker(54) stopped --- 58 stopped workers
place(1) worker(60) stopped --- 59 stopped workers
place(1) worker(0) stopped --- 61 stopped workers
place(1) worker(21) stopped --- 63 stopped workers
place(1) worker(30) stopped --- 66 stopped workers
place(1) worker(6) stopped --- 6 stopped workers
place(1) worker(49) stopped --- 2 stopped workers
place(1) worker(60) stopped --- 3 stopped workers
place(1) worker(65) stopped --- 1 stopped workers
place(1) worker(2) stopped --- 1 stopped workers
place(1) worker(51) stopped --- 0 stopped workers
place(1) worker(21) stopped --- 0 stopped workers
place(1) worker(0) stopped --- 3 stopped workers
place(1) worker(61) stopped --- 3 stopped workers
place(1) worker(35) stopped --- 65 stopped workers
place(1) worker(46) stopped --- 64 stopped workers
place(1) worker(6) stopped --- 63 stopped workers
place(1) worker(7) stopped --- 61 stopped workers
place(1) worker(29) stopped --- 57 stopped workers
place(1) worker(19) stopped --- 56 stopped workers
place(1) worker(25) stopped --- 55 stopped workers
place(1) worker(36) stopped --- 53 stopped workers
place(1) worker(65) stopped --- 53 stopped workers
place(1) worker(34) stopped --- 53 stopped workers
place(1) worker(23) stopped --- 51 stopped workers
place(1) worker(33) stopped --- 49 stopped workers
place(1) worker(61) stopped --- 48 stopped workers
place(1) worker(14) stopped --- 47 stopped workers
place(1) worker(45) stopped --- 47 stopped workers
place(1) worker(48) stopped --- 47 stopped workers
place(1) worker(63) stopped --- 46 stopped workers
place(1) worker(18) stopped --- 45 stopped workers
place(1) worker(44) stopped --- 45 stopped workers
place(1) worker(5) stopped --- 45 stopped workers
place(1) worker(52) stopped --- 45 stopped workers
place(1) worker(17) stopped --- 44 stopped workers
place(1) worker(10) stopped --- 42 stopped workers
place(1) worker(49) stopped --- 39 stopped workers
place(1) worker(56) stopped --- 35 stopped workers
place(1) worker(3) stopped --- 35 stopped workers
place(1) worker(2) stopped --- 35 stopped workers
place(1) worker(28) stopped --- 32 stopped workers
place(1) worker(24) stopped --- 32 stopped workers
place(1) worker(9) stopped --- 32 stopped workers
place(1) worker(1) stopped --- 32 stopped workers
place(1) worker(47) stopped --- 32 stopped workers
place(1) worker(40) stopped --- 29 stopped workers
place(1) worker(26) stopped --- 30 stopped workers
place(1) worker(42) stopped --- 31 stopped workers
place(1) worker(8) stopped --- 29 stopped workers
place(1) worker(64) stopped --- 26 stopped workers
place(1) worker(66) stopped --- 26 stopped workers
place(1) worker(20) stopped --- 26 stopped workers
place(1) worker(12) stopped --- 27 stopped workers
place(1) worker(15) stopped --- 27 stopped workers
place(1) worker(32) stopped --- 26 stopped workers
place(1) worker(53) stopped --- 23 stopped workers
place(1) worker(51) stopped --- 20 stopped workers
place(1) worker(37) stopped --- 19 stopped workers
place(1) worker(11) stopped --- 19 stopped workers
place(1) worker(19) stopped --- 15 stopped workers
place(1) worker(59) stopped --- 15 stopped workers
place(1) worker(57) stopped --- 14 stopped workers
place(1) worker(55) stopped --- 14 stopped workers
place(1) worker(30) stopped --- 12 stopped workers
place(1) worker(4) stopped --- 12 stopped workers
place(1) worker(16) stopped --- 12 stopped workers
place(1) worker(41) stopped --- 13 stopped workers
place(1) worker(38) stopped --- 14 stopped workers
place(1) worker(39) stopped --- 8 stopped workers
place(2) worker(9) stopped --- 0 stopped workers
place(2) worker(61) stopped --- 2 stopped workers
place(2) worker(66) stopped --- 5 stopped workers
place(2) worker(24) stopped --- 20 stopped workers
place(2) worker(8) stopped --- 20 stopped workers
place(2) worker(42) stopped --- 1 stopped workers
place(2) worker(50) stopped --- 0 stopped workers
place(2) worker(55) stopped --- 20 stopped workers
place(2) worker(25) stopped --- 22 stopped workers
place(2) worker(37) stopped --- 21 stopped workers
place(2) worker(67) stopped --- 21 stopped workers
place(2) worker(13) stopped --- 20 stopped workers
place(2) worker(26) stopped --- 21 stopped workers
place(2) worker(43) stopped --- 20 stopped workers
place(2) worker(27) stopped --- 31 stopped workers
place(2) worker(31) stopped --- 37 stopped workers
place(2) worker(51) stopped --- 39 stopped workers
place(2) worker(4) stopped --- 20 stopped workers
place(2) worker(57) stopped --- 52 stopped workers
place(2) worker(20) stopped --- 62 stopped workers
place(2) worker(29) stopped --- 65 stopped workers
place(2) worker(38) stopped --- 20 stopped workers
place(2) worker(16) stopped --- 20 stopped workers
place(2) worker(41) stopped --- 20 stopped workers
place(2) worker(56) stopped --- 20 stopped workers
place(2) worker(16) stopped --- 67 stopped workers
place(2) worker(46) stopped --- 20 stopped workers
place(2) worker(45) stopped --- 17 stopped workers
place(2) worker(52) stopped --- 1 stopped workers
place(2) worker(66) stopped --- 67 stopped workers
place(2) worker(67) stopped --- 65 stopped workers
place(2) worker(55) stopped --- 65 stopped workers
place(2) worker(45) stopped --- 64 stopped workers
place(2) worker(37) stopped --- 62 stopped workers
place(2) worker(46) stopped --- 62 stopped workers
place(2) worker(47) stopped --- 62 stopped workers
place(2) worker(35) stopped --- 62 stopped workers
place(2) worker(58) stopped --- 62 stopped workers
place(2) worker(3) stopped --- 62 stopped workers
place(2) worker(11) stopped --- 59 stopped workers
place(2) worker(19) stopped --- 59 stopped workers
place(2) worker(60) stopped --- 56 stopped workers
place(2) worker(65) stopped --- 56 stopped workers
place(2) worker(12) stopped --- 56 stopped workers
place(2) worker(8) stopped --- 56 stopped workers
place(2) worker(5) stopped --- 56 stopped workers
place(2) worker(17) stopped --- 55 stopped workers
place(2) worker(38) stopped --- 53 stopped workers
place(2) worker(42) stopped --- 56 stopped workers
place(2) worker(50) stopped --- 51 stopped workers
place(2) worker(56) stopped --- 51 stopped workers
place(2) worker(41) stopped --- 50 stopped workers
place(2) worker(32) stopped --- 49 stopped workers
place(2) worker(13) stopped --- 49 stopped workers
place(2) worker(49) stopped --- 39 stopped workers
place(2) worker(0) stopped --- 39 stopped workers
place(2) worker(39) stopped --- 39 stopped workers
place(2) worker(21) stopped --- 39 stopped workers
place(2) worker(40) stopped --- 39 stopped workers
place(2) worker(10) stopped --- 39 stopped workers
place(2) worker(18) stopped --- 39 stopped workers
place(2) worker(61) stopped --- 39 stopped workers
place(2) worker(36) stopped --- 38 stopped workers
place(2) worker(59) stopped --- 38 stopped workers
place(2) worker(6) stopped --- 39 stopped workers
place(2) worker(53) stopped --- 36 stopped workers
place(2) worker(4) stopped --- 33 stopped workers
place(2) worker(2) stopped --- 33 stopped workers
place(2) worker(63) stopped --- 35 stopped workers
place(2) worker(62) stopped --- 34 stopped workers
place(2) worker(33) stopped --- 31 stopped workers
place(2) worker(48) stopped --- 35 stopped workers
place(2) worker(1) stopped --- 30 stopped workers
place(2) worker(34) stopped --- 28 stopped workers
place(2) worker(54) stopped --- 26 stopped workers
place(2) worker(23) stopped --- 26 stopped workers
place(2) worker(29) stopped --- 25 stopped workers
place(2) worker(15) stopped --- 25 stopped workers
place(2) worker(28) stopped --- 25 stopped workers
place(2) worker(14) stopped --- 25 stopped workers
place(2) worker(35) stopped --- 25 stopped workers
place(2) worker(22) stopped --- 25 stopped workers
place(2) worker(44) stopped --- 25 stopped workers
place(2) worker(30) stopped --- 25 stopped workers
place(2) worker(64) stopped --- 23 stopped workers
place(2) worker(52) stopped --- 22 stopped workers
place(0) established lifeline on place(2) for collection DistChunkedList:gid(1)
place(2) worker(7) stopped --- 68 stopped workers
place(2): resumed after waiting on handist.collections.glb.GlbOperation@5
place(3) established lifeline on place(2) for collection DistChunkedList:gid(1)
place(2) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(1) worker(43) stopped --- 67 stopped workers
place(1) worker(32) stopped --- 67 stopped workers
place(1) worker(62) stopped --- 68 stopped workers
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(0) received 10 assignments from place(1)
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(0)] to [place(1)]: [5466000,5470000) 
-DistColGlb- [place(0)] to [place(2)]: [5500000,5510000) [5540000,5550000) [5580000,5590000) [5620000,5630000) [5660000,5670000) [5700000,5710000) [5740000,5750000) [5780000,5790000) [5426000,5430000) 
place(0) worker(20) stopped --- 67 stopped workers
place(1) received 1 assignments from place(0)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) worker(15) stopped --- 68 stopped workers
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
-DistColGlb- [place(0)] to [place(1)]: [5425000,5426000) 
place(0) worker(66) stopped --- 68 stopped workers
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(1) received 1 assignments from place(0)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) worker(12) stopped --- 68 stopped workers
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(2) received 9 assignments from place(0)
place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(2)] to [place(3)]: [5546000,5550000) 
-DistColGlb- [place(2)] to [place(0)]: [5580000,5590000) [5620000,5630000) [5660000,5670000) [5700000,5710000) [5740000,5750000) [5780000,5790000) [5426000,5430000) [5506000,5510000) 
place(2) worker(54) stopped --- 67 stopped workers
place(2) worker(15) stopped --- 68 stopped workers
place(2): resumed after waiting on handist.collections.glb.GlbOperation@5
place(2) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(0) received 8 assignments from place(2)
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(0)] to [place(1)]: [5660000,5670000) [5700000,5710000) [5740000,5750000) [5780000,5790000) [5426000,5430000) [5506000,5510000) [5586000,5590000) 
-DistColGlb- [place(0)] to [place(2)]: [5626000,5630000) 
place(0) worker(44) stopped --- 67 stopped workers
place(2) received 1 assignments from place(0)
place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
place(2): resumed after waiting on handist.collections.glb.GlbOperation@5
place(2) worker(34) stopped --- 68 stopped workers
place(2) established lifeline on place(0) for collection DistChunkedList:gid(1)
-DistColGlb- [place(0)] to [place(2)]: [5585000,5586000) 
place(0) worker(31) stopped --- 68 stopped workers
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) established lifeline on place(2) for collection DistChunkedList:gid(1)
place(2) received 1 assignments from place(0)
place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
place(2) worker(9) stopped --- 68 stopped workers
place(2): resumed after waiting on handist.collections.glb.GlbOperation@5
place(2) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(1) received 7 assignments from place(0)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(1)] to [place(0)]: [5740000,5750000) [5780000,5790000) [5426000,5430000) [5506000,5510000) [5586000,5590000) [5666000,5670000) 
place(1) worker(26) stopped --- 66 stopped workers
place(1) worker(66) stopped --- 67 stopped workers
place(2) established lifeline on place(3) for collection DistChunkedList:gid(1)
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) worker(20) stopped --- 68 stopped workers
place(1) established lifeline on place(3) for collection DistChunkedList:gid(1)
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(3) received 1 assignments from place(2)
place(3): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(3)] to [place(2)]: [5549000,5550000) 
place(0) received 6 assignments from place(1)
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(0)] to [place(2)]: [5426000,5430000) [5506000,5510000) [5586000,5590000) [5666000,5670000) [5746000,5750000) 
-DistColGlb- [place(0)] to [place(1)]: [5786000,5790000) 
place(0) worker(36) stopped --- 67 stopped workers
place(1) received 1 assignments from place(0)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
place(1) worker(47) stopped --- 68 stopped workers
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(3) worker(63) stopped --- 68 stopped workers
place(3): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
-DistColGlb- [place(0)] to [place(1)]: [5745000,5746000) 
place(3) established lifeline on place(2) for collection DistChunkedList:gid(1)
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) worker(23) stopped --- 68 stopped workers
place(2) received 1 assignments from place(3)
place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
place(2): resumed after waiting on handist.collections.glb.GlbOperation@5
place(2) worker(27) stopped --- 68 stopped workers
place(0) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(2) established lifeline on place(3) for collection DistChunkedList:gid(1)
place(1) received 1 assignments from place(0)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
place(1) worker(38) stopped --- 68 stopped workers
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(2) received 5 assignments from place(0)
place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(2)] to [place(0)]: [5586000,5590000) [5666000,5670000) [5746000,5750000) [5429000,5430000) 
-DistColGlb- [place(2)] to [place(3)]: [5509000,5510000) 
place(3) received 10 assignments from place(1)
place(3): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(3)] to [place(1)]: [4260000,4270000) [4300000,4310000) [4340000,4350000) [4380000,4390000) [4420000,4430000) [4460000,4470000) [4500000,4510000) [4540000,4550000) [4186000,4190000) 
-DistColGlb- [place(3)] to [place(2)]: [4226000,4230000) 
place(2) worker(26) stopped --- 67 stopped workers
place(3) received 1 assignments from place(2)
place(3): thread already waiting on operation handist.collections.glb.GlbOperation@5
place(3) worker(16) stopped --- 66 stopped workers
place(3) worker(27) stopped --- 67 stopped workers
place(2): resumed after waiting on handist.collections.glb.GlbOperation@5
place(2) worker(64) stopped --- 68 stopped workers
place(2) received 1 assignments from place(3)
place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
place(2): resumed after waiting on handist.collections.glb.GlbOperation@5
place(2) worker(24) stopped --- 68 stopped workers
place(2) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(2) established lifeline on place(3) for collection DistChunkedList:gid(1)
place(0) received 4 assignments from place(2)
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(0)] to [place(1)]: [5746000,5750000) [5429000,5430000) [5589000,5590000) 
-DistColGlb- [place(0)] to [place(2)]: [5669000,5670000) 
place(0) worker(8) stopped --- 67 stopped workers
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) worker(27) stopped --- 68 stopped workers
place(2) received 1 assignments from place(0)
place(0) established lifeline on place(2) for collection DistChunkedList:gid(1)
place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
place(2): resumed after waiting on handist.collections.glb.GlbOperation@5
place(2) worker(48) stopped --- 68 stopped workers
place(2) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(1) received 3 assignments from place(0)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(1)] to [place(0)]: [5589000,5590000) [5749000,5750000) 
place(1) worker(13) stopped --- 67 stopped workers
place(1) worker(4) stopped --- 68 stopped workers
place(1): resumed after waiting on handist.collections.glb.GlbOperation@5
place(1) established lifeline on place(0) for collection DistChunkedList:gid(1)
place(0) received 2 assignments from place(1)
place(0): thread waiting on operation handist.collections.glb.GlbOperation@5
place(0): resumed after waiting on handist.collections.glb.GlbOperation@5
place(0) worker(58) stopped --- 68 stopped workers
place(0) established lifeline on place(1) for collection DistChunkedList:gid(1)
-DistColGlb- [place(3)] to [place(2)]: [4185000,4186000) 
place(3): resumed after waiting on handist.collections.glb.GlbOperation@5
place(3) worker(35) stopped --- 68 stopped workers
place(3) established lifeline on place(2) for collection DistChunkedList:gid(1)
place(2) received 1 assignments from place(3)
place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
place(2): resumed after waiting on handist.collections.glb.GlbOperation@5
place(2) worker(62) stopped --- 68 stopped workers
place(3) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(2) established lifeline on place(3) for collection DistChunkedList:gid(1)
place(1) received 9 assignments from place(3)
place(1): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(1)] to [place(0)]: [4340000,4350000) [4380000,4390000) [4420000,4430000) [4460000,4470000) [4500000,4510000) [4540000,4550000) [4186000,4190000) [4266000,4270000) 
-DistColGlb- [place(1)] to [place(3)]: [4306000,4310000) 
place(1) worker(16) stopped --- 67 stopped workers
place(3) received 1 assignments from place(1)
place(3): thread waiting on operation handist.collections.glb.GlbOperation@5
-DistColGlb- [place(3)] to [place(2)]: [4309000,4310000) 
place(3): resumed after waiting on handist.collections.glb.GlbOperation@5
place(3) worker(10) stopped --- 68 stopped workers
place(3) established lifeline on place(1) for collection DistChunkedList:gid(1)
place(2) received 1 assignments from place(3)
place(2): thread waiting on operation handist.collections.glb.GlbOperation@5
place(2): resumed after waiting on handist.collections.glb.GlbOperation@5
place(2) worker(2) stopped --- 68 stopped workers
place(2) established lifeline on place(3) for collection DistChunkedList:gid(1)
-DistColGlb- [place(1)] to [place(3)]: [4265000,4266000) 
place(1) worker(9) stopped --- 68 stopped workers
